TIME,IN_GFA,IN_NIA,IN_SV,IN_kWp,IN_A_PV,IN_PV_bat,IN_PV_Tilt,IN_A_FdayAx,IN_V_FdayAx,IN_WWR_FdayAx,IN_QHEAT_FdayAx,IN_QCOOL_FdayAx,IN_IG_CONVPER,IN_IG_CONVAPL,IN_IG_CONVLGT,IN_IG_PER_S1,IN_IG_PER_S,IN_IG_LATPER_S1,IN_IG_LATPER_S,IN_IG_APL_S1,IN_IG_APL_S,IN_IG_LGT,IN_U_EXT_WALL,IN_U_ADJ_WALL,IN_U_BND_WALL,IN_U_ROOF,IN_U_FLOOR,IN_U_GDFLOOR,IN_WinAx_FdayAx,IN_Ugx_FdayAx,IN_Gx_value_FdayAx,IN_Ufx_FdayAx,IN_SRIx_FdayAx,IN_WIN_OFx_ACH_FdayAx,IN_WIN_OFx_FdayAx,IN_SHDx_FdayAx,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label,label
+1.0000000000000000E+00,+6.7400000000000006E+01,+5.3520000000000003E+01,+4.0000000000000002E-01,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+2.1399999999999999E+01,+6.4199999999999989E+01,+7.0000000000000007E-01,+0.0000000000000000E+00,+0.0000000000000000E+00,+7.0000000000000007E-01,+5.0000000000000000E-01,+6.0000000000000009E-01,+7.5599999999999994E+01,+4.5360000000000007E+01,+1.5300000000000006E-05,+9.2000000000000034E-06,+5.5728000000000009E+00,+9.2880000000000007E-01,+3.0000000000000000E+00,+2.4500000000000002E-01,+1.8850000000000000E+00,+4.3000000000000005E-01,+8.1500000000000006E-01,+8.1500000000000006E-01,+0.0000000000000000E+00,+8.8200000000000003E+00,+1.3999999999999999E+00,+7.0000000000000007E-01,+2.0000000000000000E+00,+2.0000000000000001E-01,+6.0000000000000000E+00,+2.0000000000000001E-01,+7.0000000000000007E-01,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00,+0.0000000000000000E+00
