TIME,REL_BAL_ENERGY,1_B4_QBAL,1_B4_DQAIRdT,1_B4_QHEAT,1_B4_QCOOL,1_B4_QINF,1_B4_QVENT,1B4_QCOUP,1_B4_QTRANS,1_B4_QGINT,1_B4_QWGAIN,1_B4_QSOL,1_B4_QSOLAIR,2_B4_QBAL,2_B4_DQAIRdT,2_B4_QHEAT,2_B4_QCOOL,2_B4_QINF,2_B4_QVENT,2B4_QCOUP,2_B4_QTRANS,2_B4_QGINT,2_B4_QWGAIN,2_B4_QSOL,2_B4_QSOLAIR,3_B4_QBAL,3_B4_DQAIRdT,3_B4_QHEAT,3_B4_QCOOL,3_B4_QINF,3_B4_QVENT,3B4_QCOUP,3_B4_QTRANS,3_B4_QGINT,3_B4_QWGAIN,3_B4_QSOL,3_B4_QSOLAIR
0.00,0.00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
1.00,0.00,-5.955E-12,-4.500E+02,6.107E+03,0.000E+00,-7.620E+02,-3.805E+03,0.000E+00,-1.992E+03,2.160E+00,0.000E+00,-8.710E-13,0.000E+00,-9.753E-12,-4.500E+02,4.086E+03,0.000E+00,-7.620E+02,-3.805E+03,0.000E+00,2.210E+01,8.208E+00,0.000E+00,-1.372E-12,0.000E+00,-2.810E-12,-2.060E+02,3.169E+03,0.000E+00,-3.505E+02,-1.750E+03,0.000E+00,-1.283E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2.00,0.00,-4.046E-12,0.000E+00,2.179E+03,0.000E+00,-8.026E+02,-1.836E+03,0.000E+00,4.573E+02,2.160E+00,0.000E+00,-3.510E-12,0.000E+00,-2.954E-11,0.000E+00,1.123E+02,0.000E+00,-8.026E+02,-1.836E+03,0.000E+00,2.518E+03,8.208E+00,0.000E+00,2.827E-12,0.000E+00,-6.903E-12,0.000E+00,4.627E+01,0.000E+00,-3.692E+02,-8.444E+02,0.000E+00,1.159E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
3.00,0.00,-2.748E-11,0.000E+00,4.746E+03,0.000E+00,-6.690E+02,-1.732E+03,0.000E+00,-2.347E+03,2.160E+00,0.000E+00,1.156E-13,0.000E+00,1.371E-11,0.000E+00,1.259E+03,0.000E+00,-6.690E+02,-1.732E+03,0.000E+00,1.134E+03,8.208E+00,0.000E+00,-1.670E-12,0.000E+00,1.680E-12,0.000E+00,1.135E+03,0.000E+00,-3.077E+02,-7.968E+02,0.000E+00,-3.848E+01,8.208E+00,0.000E+00,0.000E+00,0.000E+00
4.00,0.00,-3.561E-11,0.000E+00,4.851E+03,0.000E+00,-6.885E+02,-1.791E+03,0.000E+00,-2.373E+03,2.160E+00,0.000E+00,5.622E-12,0.000E+00,5.826E-12,0.000E+00,1.363E+03,0.000E+00,-6.885E+02,-1.791E+03,0.000E+00,1.108E+03,8.208E+00,0.000E+00,4.089E-12,0.000E+00,1.168E-11,0.000E+00,1.210E+03,0.000E+00,-3.167E+02,-8.240E+02,0.000E+00,-7.743E+01,8.208E+00,0.000E+00,0.000E+00,0.000E+00
5.00,0.00,3.542E-11,0.000E+00,4.918E+03,0.000E+00,-7.130E+02,-1.821E+03,0.000E+00,-2.386E+03,2.160E+00,0.000E+00,-6.561E-12,0.000E+00,3.611E-11,0.000E+00,1.430E+03,0.000E+00,-7.130E+02,-1.821E+03,0.000E+00,1.095E+03,8.208E+00,0.000E+00,6.177E-12,0.000E+00,1.959E-11,0.000E+00,1.255E+03,0.000E+00,-3.280E+02,-8.376E+02,0.000E+00,-9.809E+01,8.208E+00,0.000E+00,0.000E+00,0.000E+00
6.00,0.00,1.066E-11,4.500E+02,1.039E+04,0.000E+00,-8.675E+02,-2.147E+03,0.000E+00,-6.924E+03,2.160E+00,0.000E+00,1.324E-11,0.000E+00,-1.289E-11,4.500E+02,5.699E+03,0.000E+00,-8.675E+02,-2.147E+03,0.000E+00,-2.244E+03,8.208E+00,0.000E+00,-1.099E-11,0.000E+00,1.265E-11,2.060E+02,4.188E+03,0.000E+00,-3.991E+02,-9.874E+02,0.000E+00,-2.604E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
7.00,0.00,-1.057E-11,0.000E+00,1.219E+04,0.000E+00,-1.041E+03,-2.472E+03,0.000E+00,-8.703E+03,2.808E+01,0.000E+00,-1.558E-12,0.000E+00,-4.487E-11,0.000E+00,7.576E+03,0.000E+00,-1.041E+03,-2.472E+03,0.000E+00,-4.066E+03,2.160E+00,0.000E+00,5.921E-12,0.000E+00,-1.804E-11,0.000E+00,5.643E+03,0.000E+00,-4.787E+02,-1.137E+03,0.000E+00,-4.029E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
8.00,0.00,9.308E-12,0.000E+00,1.234E+04,0.000E+00,-1.129E+03,-2.502E+03,0.000E+00,-8.709E+03,2.160E+00,0.000E+00,7.343E-12,0.000E+00,4.549E-13,0.000E+00,7.708E+03,0.000E+00,-1.129E+03,-2.502E+03,0.000E+00,-4.079E+03,2.160E+00,0.000E+00,8.949E-12,0.000E+00,-3.492E-12,0.000E+00,5.719E+03,0.000E+00,-5.194E+02,-1.151E+03,0.000E+00,-4.051E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
9.00,0.00,2.746E-12,0.000E+00,1.333E+04,0.000E+00,-1.172E+03,-2.517E+03,0.000E+00,-9.645E+03,2.160E+00,0.000E+00,7.810E-13,0.000E+00,2.834E-11,0.000E+00,8.221E+03,0.000E+00,-1.172E+03,-2.517E+03,0.000E+00,-4.534E+03,2.160E+00,0.000E+00,1.274E-11,0.000E+00,-9.859E-12,0.000E+00,5.994E+03,0.000E+00,-5.391E+02,-1.158E+03,0.000E+00,-4.299E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
10.00,0.00,-3.325E-12,-4.656E+02,1.634E+04,0.000E+00,0.000E+00,-9.033E+03,0.000E+00,-7.819E+03,2.160E+00,0.000E+00,4.715E+01,0.000E+00,-3.462E-11,0.000E+00,1.483E+04,0.000E+00,0.000E+00,-1.028E+04,0.000E+00,-4.589E+03,2.160E+00,0.000E+00,4.149E+01,0.000E+00,-2.583E-12,0.000E+00,9.003E+03,0.000E+00,0.000E+00,-4.731E+03,0.000E+00,-4.274E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
11.00,0.00,1.536E-11,3.483E+02,1.634E+04,0.000E+00,0.000E+00,-8.717E+03,0.000E+00,-7.387E+03,2.160E+00,0.000E+00,1.137E+02,0.000E+00,1.396E-11,0.000E+00,1.481E+04,0.000E+00,0.000E+00,-1.028E+04,0.000E+00,-4.628E+03,2.160E+00,0.000E+00,1.001E+02,0.000E+00,4.693E-12,0.000E+00,8.969E+03,0.000E+00,0.000E+00,-4.731E+03,0.000E+00,-4.240E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
12.00,0.00,-3.516E-11,1.173E+02,1.339E+04,0.000E+00,-1.156E+03,-2.425E+03,0.000E+00,-9.871E+03,2.160E+00,0.000E+00,1.807E+02,0.000E+00,-4.604E-12,0.000E+00,8.458E+03,0.000E+00,-1.251E+03,-2.502E+03,0.000E+00,-4.866E+03,2.160E+00,0.000E+00,1.591E+02,0.000E+00,6.512E-12,0.000E+00,6.005E+03,0.000E+00,-5.753E+02,-1.151E+03,0.000E+00,-4.281E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
13.00,0.00,-2.228E-11,0.000E+00,1.386E+04,0.000E+00,-1.243E+03,-2.487E+03,0.000E+00,-1.035E+04,2.160E+00,0.000E+00,2.192E+02,0.000E+00,-3.376E-11,0.000E+00,8.417E+03,0.000E+00,-1.254E+03,-2.487E+03,0.000E+00,-4.871E+03,2.160E+00,0.000E+00,1.929E+02,0.000E+00,-7.130E-12,0.000E+00,5.973E+03,0.000E+00,-5.771E+02,-1.144E+03,0.000E+00,-4.254E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
14.00,0.00,-6.821E-12,0.000E+00,1.392E+04,0.000E+00,-1.302E+03,-2.487E+03,0.000E+00,-1.036E+04,2.160E+00,0.000E+00,2.192E+02,0.000E+00,-1.691E-11,0.000E+00,8.467E+03,0.000E+00,-1.302E+03,-2.487E+03,0.000E+00,-4.873E+03,2.160E+00,0.000E+00,1.929E+02,0.000E+00,-1.259E-11,0.000E+00,6.000E+03,0.000E+00,-5.987E+02,-1.144E+03,0.000E+00,-4.260E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
15.00,0.00,1.035E-11,0.000E+00,1.401E+04,0.000E+00,-1.302E+03,-2.487E+03,0.000E+00,-1.038E+04,2.160E+00,0.000E+00,1.615E+02,0.000E+00,-1.066E-11,0.000E+00,8.577E+03,0.000E+00,-1.302E+03,-2.487E+03,0.000E+00,-4.933E+03,2.160E+00,0.000E+00,1.422E+02,0.000E+00,1.965E-12,0.000E+00,6.039E+03,0.000E+00,-5.987E+02,-1.144E+03,0.000E+00,-4.298E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
16.00,0.00,-8.527E-13,0.000E+00,1.417E+04,0.000E+00,-1.383E+03,-2.517E+03,0.000E+00,-1.035E+04,2.160E+00,0.000E+00,7.561E+01,0.000E+00,4.009E-11,0.000E+00,8.730E+03,0.000E+00,-1.383E+03,-2.517E+03,0.000E+00,-4.899E+03,2.160E+00,0.000E+00,6.654E+01,0.000E+00,3.784E-12,0.000E+00,6.139E+03,0.000E+00,-6.360E+02,-1.158E+03,0.000E+00,-4.348E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
17.00,0.00,-3.141E-11,0.000E+00,1.429E+04,0.000E+00,-1.428E+03,-2.561E+03,0.000E+00,-1.033E+04,2.808E+01,0.000E+00,9.374E+00,0.000E+00,4.468E-11,0.000E+00,8.860E+03,0.000E+00,-1.428E+03,-2.561E+03,0.000E+00,-4.882E+03,2.160E+00,0.000E+00,8.249E+00,0.000E+00,-2.583E-12,0.000E+00,6.231E+03,0.000E+00,-6.567E+02,-1.178E+03,0.000E+00,-4.398E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
18.00,0.00,-1.017E-11,0.000E+00,1.443E+04,0.000E+00,-1.420E+03,-2.620E+03,0.000E+00,-1.041E+04,2.808E+01,0.000E+00,-4.793E-12,0.000E+00,-3.544E-11,0.000E+00,9.043E+03,0.000E+00,-1.420E+03,-2.620E+03,0.000E+00,-5.005E+03,2.160E+00,0.000E+00,-5.575E-12,0.000E+00,-1.623E-11,0.000E+00,6.360E+03,0.000E+00,-6.534E+02,-1.205E+03,0.000E+00,-4.504E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
19.00,0.00,-1.528E-11,0.000E+00,1.466E+04,0.000E+00,-1.489E+03,-2.739E+03,0.000E+00,-1.046E+04,2.808E+01,0.000E+00,8.286E-12,0.000E+00,-2.647E-12,0.000E+00,9.278E+03,0.000E+00,-1.489E+03,-2.739E+03,0.000E+00,-5.052E+03,2.160E+00,0.000E+00,5.393E-12,0.000E+00,-4.402E-12,0.000E+00,6.516E+03,0.000E+00,-6.851E+02,-1.260E+03,0.000E+00,-4.573E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
20.00,0.00,-1.712E-11,-4.500E+02,1.202E+04,0.000E+00,-1.309E+03,-2.472E+03,0.000E+00,-8.718E+03,2.808E+01,0.000E+00,8.263E-12,0.000E+00,-1.665E-11,-4.500E+02,6.582E+03,0.000E+00,-1.309E+03,-2.472E+03,0.000E+00,-3.253E+03,2.160E+00,0.000E+00,1.095E-11,0.000E+00,5.603E-12,-2.060E+02,4.715E+03,0.000E+00,-6.020E+02,-1.137E+03,0.000E+00,-3.184E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
21.00,0.00,-1.847E-11,0.000E+00,1.051E+04,0.000E+00,-1.135E+03,-2.191E+03,0.000E+00,-7.215E+03,2.808E+01,0.000E+00,-2.177E-12,0.000E+00,-1.963E-12,0.000E+00,5.068E+03,0.000E+00,-1.135E+03,-2.191E+03,0.000E+00,-1.745E+03,2.160E+00,0.000E+00,1.313E-11,0.000E+00,-8.267E-12,0.000E+00,3.543E+03,0.000E+00,-5.220E+02,-1.008E+03,0.000E+00,-2.015E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
22.00,0.00,4.457E-12,0.000E+00,1.053E+04,0.000E+00,-1.088E+03,-2.235E+03,0.000E+00,-7.234E+03,2.808E+01,0.000E+00,-3.806E-12,0.000E+00,2.888E-11,0.000E+00,5.084E+03,0.000E+00,-1.088E+03,-2.235E+03,0.000E+00,-1.763E+03,2.160E+00,0.000E+00,1.191E-11,0.000E+00,1.965E-12,0.000E+00,3.568E+03,0.000E+00,-5.004E+02,-1.028E+03,0.000E+00,-2.042E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
23.00,0.00,-2.846E-11,0.000E+00,1.041E+04,0.000E+00,-9.887E+02,-2.221E+03,0.000E+00,-7.228E+03,2.808E+01,0.000E+00,2.389E-12,0.000E+00,-4.260E-11,0.000E+00,4.964E+03,0.000E+00,-9.887E+02,-2.221E+03,0.000E+00,-1.757E+03,2.160E+00,0.000E+00,2.303E-13,0.000E+00,5.148E-12,0.000E+00,3.508E+03,0.000E+00,-4.548E+02,-1.021E+03,0.000E+00,-2.034E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
24.00,0.00,1.751E-11,0.000E+00,1.116E+04,0.000E+00,-9.429E+02,-2.235E+03,0.000E+00,-7.984E+03,2.160E+00,0.000E+00,1.464E-11,0.000E+00,-3.159E-11,0.000E+00,5.817E+03,0.000E+00,-9.429E+02,-2.235E+03,0.000E+00,-2.647E+03,8.208E+00,0.000E+00,2.598E-12,0.000E+00,2.647E-12,0.000E+00,4.153E+03,0.000E+00,-4.337E+02,-1.028E+03,0.000E+00,-2.699E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
25.00,0.00,2.808E-12,0.000E+00,1.125E+04,0.000E+00,-9.677E+02,-2.280E+03,0.000E+00,-8.001E+03,2.160E+00,0.000E+00,1.267E-11,0.000E+00,1.068E-13,0.000E+00,5.904E+03,0.000E+00,-9.677E+02,-2.280E+03,0.000E+00,-2.664E+03,8.208E+00,0.000E+00,1.885E-13,0.000E+00,2.192E-12,0.000E+00,4.211E+03,0.000E+00,-4.451E+02,-1.049E+03,0.000E+00,-2.725E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
26.00,0.00,-2.718E-11,0.000E+00,1.152E+04,0.000E+00,-1.114E+03,-2.369E+03,0.000E+00,-8.040E+03,2.160E+00,0.000E+00,1.542E-11,0.000E+00,-2.968E-11,0.000E+00,6.177E+03,0.000E+00,-1.114E+03,-2.369E+03,0.000E+00,-2.702E+03,8.208E+00,0.000E+00,-7.314E-12,0.000E+00,2.647E-12,0.000E+00,4.377E+03,0.000E+00,-5.124E+02,-1.090E+03,0.000E+00,-2.783E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
27.00,0.00,-6.248E-13,0.000E+00,1.229E+04,0.000E+00,-1.318E+03,-2.443E+03,0.000E+00,-8.533E+03,2.160E+00,0.000E+00,-9.865E-12,0.000E+00,-8.402E-12,0.000E+00,7.115E+03,0.000E+00,-1.318E+03,-2.443E+03,0.000E+00,-3.363E+03,8.208E+00,0.000E+00,7.141E-12,0.000E+00,6.739E-12,0.000E+00,5.004E+03,0.000E+00,-6.063E+02,-1.124E+03,0.000E+00,-3.282E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
28.00,0.00,-1.368E-11,0.000E+00,1.239E+04,0.000E+00,-1.378E+03,-2.472E+03,0.000E+00,-8.546E+03,2.160E+00,0.000E+00,4.360E-12,0.000E+00,6.326E-13,0.000E+00,7.217E+03,0.000E+00,-1.378E+03,-2.472E+03,0.000E+00,-3.374E+03,8.208E+00,0.000E+00,-2.014E-12,0.000E+00,-1.100E-11,0.000E+00,5.063E+03,0.000E+00,-6.340E+02,-1.137E+03,0.000E+00,-3.300E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
29.00,0.00,-3.583E-11,0.000E+00,1.252E+04,0.000E+00,-1.437E+03,-2.517E+03,0.000E+00,-8.564E+03,2.160E+00,0.000E+00,4.039E-12,0.000E+00,-2.784E-11,0.000E+00,7.338E+03,0.000E+00,-1.437E+03,-2.517E+03,0.000E+00,-3.393E+03,8.208E+00,0.000E+00,7.714E-12,0.000E+00,2.629E-11,0.000E+00,5.138E+03,0.000E+00,-6.610E+02,-1.158E+03,0.000E+00,-3.328E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
30.00,0.00,-2.275E-11,4.500E+02,1.565E+04,0.000E+00,-1.654E+03,-2.857E+03,0.000E+00,-1.069E+04,2.160E+00,0.000E+00,-4.703E-12,0.000E+00,2.626E-11,4.500E+02,1.069E+04,0.000E+00,-1.654E+03,-2.857E+03,0.000E+00,-5.736E+03,8.208E+00,0.000E+00,1.861E-11,0.000E+00,-2.964E-11,2.060E+02,7.419E+03,0.000E+00,-7.611E+02,-1.314E+03,0.000E+00,-5.146E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
31.00,0.00,-1.531E-11,-1.988E+02,1.634E+04,0.000E+00,-1.810E+03,-3.052E+03,0.000E+00,-1.167E+04,2.160E+00,0.000E+00,2.731E-12,0.000E+00,-3.532E-11,0.000E+00,1.264E+04,0.000E+00,-1.888E+03,-3.183E+03,0.000E+00,-7.576E+03,8.208E+00,0.000E+00,5.236E-12,0.000E+00,9.468E-12,0.000E+00,8.898E+03,0.000E+00,-8.685E+02,-1.464E+03,0.000E+00,-6.574E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
32.00,0.00,-1.721E-12,1.319E+02,1.634E+04,0.000E+00,-1.747E+03,-3.038E+03,0.000E+00,-1.142E+04,2.160E+00,0.000E+00,7.229E-12,0.000E+00,1.924E-12,0.000E+00,1.267E+04,0.000E+00,-1.873E+03,-3.212E+03,0.000E+00,-7.593E+03,8.208E+00,0.000E+00,2.460E-12,0.000E+00,3.730E-13,0.000E+00,8.926E+03,0.000E+00,-8.615E+02,-1.478E+03,0.000E+00,-6.595E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
33.00,0.00,-1.741E-12,-3.936E+01,1.634E+04,0.000E+00,-1.676E+03,-3.113E+03,0.000E+00,-1.159E+04,2.160E+00,0.000E+00,-6.793E-14,0.000E+00,-4.134E-12,0.000E+00,1.237E+04,0.000E+00,-1.771E+03,-3.227E+03,0.000E+00,-7.378E+03,8.208E+00,0.000E+00,6.407E-12,0.000E+00,-2.327E-11,0.000E+00,8.721E+03,0.000E+00,-8.147E+02,-1.485E+03,0.000E+00,-6.430E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
34.00,0.00,1.904E-11,-9.757E+02,1.634E+04,0.000E+00,0.000E+00,-9.812E+03,0.000E+00,-7.643E+03,2.808E+01,0.000E+00,1.142E+02,0.000E+00,-4.619E-12,-5.164E+02,1.634E+04,0.000E+00,0.000E+00,-1.162E+04,0.000E+00,-5.337E+03,2.160E+00,0.000E+00,1.005E+02,0.000E+00,7.422E-12,0.000E+00,1.237E+04,0.000E+00,0.000E+00,-5.983E+03,0.000E+00,-6.384E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
35.00,0.00,-1.648E-11,7.929E+02,1.634E+04,0.000E+00,0.000E+00,-8.897E+03,0.000E+00,-6.982E+03,2.808E+01,0.000E+00,3.069E+02,0.000E+00,-3.013E-12,4.521E+02,1.634E+04,0.000E+00,0.000E+00,-1.102E+04,0.000E+00,-5.135E+03,2.160E+00,0.000E+00,2.701E+02,0.000E+00,1.015E-11,0.000E+00,1.203E+04,0.000E+00,0.000E+00,-5.788E+03,0.000E+00,-6.239E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
36.00,0.00,3.126E-11,2.891E+02,1.539E+04,0.000E+00,-1.319E+03,-2.771E+03,0.000E+00,-1.160E+04,2.808E+01,0.000E+00,5.590E+02,0.000E+00,-7.446E-12,6.429E+01,1.126E+04,0.000E+00,-1.480E+03,-2.919E+03,0.000E+00,-7.291E+03,2.160E+00,0.000E+00,4.948E+02,0.000E+00,1.652E-11,0.000E+00,7.908E+03,0.000E+00,-7.220E+02,-1.362E+03,0.000E+00,-5.826E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
37.00,0.00,-1.796E-11,-6.636E+00,1.634E+04,0.000E+00,-1.467E+03,-2.838E+03,0.000E+00,-1.272E+04,2.808E+01,0.000E+00,6.525E+02,0.000E+00,-6.708E-12,0.000E+00,1.129E+04,0.000E+00,-1.495E+03,-2.842E+03,0.000E+00,-7.538E+03,2.160E+00,0.000E+00,5.782E+02,0.000E+00,-5.311E-12,0.000E+00,7.703E+03,0.000E+00,-6.909E+02,-1.308E+03,0.000E+00,-5.707E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
38.00,0.00,-1.808E-11,6.636E+00,1.630E+04,0.000E+00,-1.541E+03,-2.749E+03,0.000E+00,-1.269E+04,2.808E+01,0.000E+00,6.618E+02,0.000E+00,8.754E-12,0.000E+00,1.122E+04,0.000E+00,-1.544E+03,-2.754E+03,0.000E+00,-7.507E+03,2.160E+00,0.000E+00,5.853E+02,0.000E+00,-1.673E-12,0.000E+00,7.631E+03,0.000E+00,-7.104E+02,-1.267E+03,0.000E+00,-5.656E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
39.00,0.00,-3.206E-11,0.000E+00,1.559E+04,0.000E+00,-1.468E+03,-2.709E+03,0.000E+00,-1.186E+04,2.808E+01,0.000E+00,4.238E+02,0.000E+00,-6.673E-11,0.000E+00,1.059E+04,0.000E+00,-1.468E+03,-2.709E+03,0.000E+00,-6.784E+03,2.160E+00,0.000E+00,3.730E+02,0.000E+00,3.784E-12,0.000E+00,7.225E+03,0.000E+00,-6.755E+02,-1.246E+03,0.000E+00,-5.305E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
40.00,0.00,-1.307E-12,0.000E+00,1.572E+04,0.000E+00,-1.463E+03,-2.724E+03,0.000E+00,-1.173E+04,2.808E+01,0.000E+00,1.716E+02,0.000E+00,1.791E-12,0.000E+00,1.070E+04,0.000E+00,-1.464E+03,-2.724E+03,0.000E+00,-6.664E+03,2.160E+00,0.000E+00,1.510E+02,0.000E+00,-8.040E-12,0.000E+00,7.349E+03,0.000E+00,-6.735E+02,-1.253E+03,0.000E+00,-5.425E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
41.00,0.00,-7.386E-12,0.000E+00,1.597E+04,0.000E+00,-1.531E+03,-2.798E+03,0.000E+00,-1.168E+04,2.808E+01,0.000E+00,9.374E+00,0.000E+00,-1.586E-11,0.000E+00,1.094E+04,0.000E+00,-1.531E+03,-2.798E+03,0.000E+00,-6.622E+03,2.160E+00,0.000E+00,8.249E+00,0.000E+00,1.925E-11,0.000E+00,7.555E+03,0.000E+00,-7.045E+02,-1.287E+03,0.000E+00,-5.566E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
42.00,0.00,-1.882E-11,0.000E+00,1.577E+04,0.000E+00,-1.564E+03,-2.887E+03,0.000E+00,-1.135E+04,2.808E+01,0.000E+00,1.203E-11,0.000E+00,2.605E-11,0.000E+00,1.077E+04,0.000E+00,-1.564E+03,-2.887E+03,0.000E+00,-6.321E+03,2.160E+00,0.000E+00,-1.376E-12,0.000E+00,1.834E-11,0.000E+00,7.520E+03,0.000E+00,-7.196E+02,-1.328E+03,0.000E+00,-5.474E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
43.00,0.00,-7.325E-13,0.000E+00,1.592E+04,0.000E+00,-1.572E+03,-2.976E+03,0.000E+00,-1.140E+04,2.808E+01,0.000E+00,-4.449E-12,0.000E+00,-3.815E-11,0.000E+00,1.092E+04,0.000E+00,-1.572E+03,-2.976E+03,0.000E+00,-6.373E+03,2.160E+00,0.000E+00,7.183E-12,0.000E+00,1.015E-11,0.000E+00,7.659E+03,0.000E+00,-7.231E+02,-1.369E+03,0.000E+00,-5.569E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
44.00,0.00,1.515E-11,-4.500E+02,1.335E+04,0.000E+00,-1.365E+03,-2.768E+03,0.000E+00,-9.694E+03,2.808E+01,0.000E+00,1.143E-11,0.000E+00,-1.468E-11,-4.500E+02,8.296E+03,0.000E+00,-1.365E+03,-2.768E+03,0.000E+00,-4.615E+03,2.160E+00,0.000E+00,1.792E-11,0.000E+00,8.331E-12,-2.060E+02,5.953E+03,0.000E+00,-6.279E+02,-1.273E+03,0.000E+00,-4.259E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
45.00,0.00,-1.169E-11,0.000E+00,1.174E+04,0.000E+00,-1.155E+03,-2.561E+03,0.000E+00,-8.056E+03,2.808E+01,0.000E+00,-6.307E-12,0.000E+00,-7.695E-12,0.000E+00,6.627E+03,0.000E+00,-1.155E+03,-2.561E+03,0.000E+00,-2.914E+03,2.160E+00,0.000E+00,5.347E-12,0.000E+00,2.015E-11,0.000E+00,4.756E+03,0.000E+00,-5.313E+02,-1.178E+03,0.000E+00,-3.048E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
46.00,0.00,1.318E-11,0.000E+00,1.182E+04,0.000E+00,-1.105E+03,-2.650E+03,0.000E+00,-8.092E+03,2.808E+01,0.000E+00,4.913E-12,0.000E+00,2.237E-11,0.000E+00,6.702E+03,0.000E+00,-1.105E+03,-2.650E+03,0.000E+00,-2.949E+03,2.160E+00,0.000E+00,9.041E-12,0.000E+00,1.106E-11,0.000E+00,4.826E+03,0.000E+00,-5.082E+02,-1.219E+03,0.000E+00,-3.101E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
47.00,0.00,-2.247E-12,0.000E+00,1.192E+04,0.000E+00,-1.089E+03,-2.724E+03,0.000E+00,-8.131E+03,2.808E+01,0.000E+00,4.041E-12,0.000E+00,-1.931E-12,0.000E+00,6.799E+03,0.000E+00,-1.089E+03,-2.724E+03,0.000E+00,-2.988E+03,2.160E+00,0.000E+00,6.563E-12,0.000E+00,2.419E-12,0.000E+00,4.921E+03,0.000E+00,-5.009E+02,-1.253E+03,0.000E+00,-3.170E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
48.00,0.00,-1.157E-12,0.000E+00,1.269E+04,0.000E+00,-1.003E+03,-2.798E+03,0.000E+00,-8.896E+03,2.160E+00,0.000E+00,4.154E-12,0.000E+00,2.099E-11,0.000E+00,7.625E+03,0.000E+00,-1.003E+03,-2.798E+03,0.000E+00,-3.833E+03,8.208E+00,0.000E+00,9.252E-12,0.000E+00,-1.327E-11,0.000E+00,5.624E+03,0.000E+00,-4.612E+02,-1.287E+03,0.000E+00,-3.884E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
49.00,0.00,1.798E-13,0.000E+00,1.275E+04,0.000E+00,-9.250E+02,-2.887E+03,0.000E+00,-8.938E+03,2.160E+00,0.000E+00,3.672E-12,0.000E+00,2.109E-11,0.000E+00,7.678E+03,0.000E+00,-9.250E+02,-2.887E+03,0.000E+00,-3.874E+03,8.208E+00,0.000E+00,2.027E-11,0.000E+00,1.737E-12,0.000E+00,5.698E+03,0.000E+00,-4.255E+02,-1.328E+03,0.000E+00,-3.953E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
