TIME,REL_BAL_ENERGY,1_B4_QBAL,1_B4_DQAIRdT,1_B4_QHEAT,1_B4_QCOOL,1_B4_QINF,1_B4_QVENT,1B4_QCOUP,1_B4_QTRANS,1_B4_QGINT,1_B4_QWGAIN,1_B4_QSOL,1_B4_QSOLAIR,2_B4_QBAL,2_B4_DQAIRdT,2_B4_QHEAT,2_B4_QCOOL,2_B4_QINF,2_B4_QVENT,2B4_QCOUP,2_B4_QTRANS,2_B4_QGINT,2_B4_QWGAIN,2_B4_QSOL,2_B4_QSOLAIR,3_B4_QBAL,3_B4_DQAIRdT,3_B4_QHEAT,3_B4_QCOOL,3_B4_QINF,3_B4_QVENT,3B4_QCOUP,3_B4_QTRANS,3_B4_QGINT,3_B4_QWGAIN,3_B4_QSOL,3_B4_QSOLAIR
2147.00,0.00,-7.390E-12,6.705E+02,1.634E+04,0.000E+00,0.000E+00,-8.147E+03,0.000E+00,-8.210E+03,2.160E+00,0.000E+00,6.892E+02,0.000E+00,1.432E-11,2.475E+02,1.625E+04,0.000E+00,0.000E+00,-9.982E+03,0.000E+00,-6.629E+03,2.160E+00,0.000E+00,6.065E+02,0.000E+00,4.693E-12,0.000E+00,1.074E+04,0.000E+00,0.000E+00,-4.898E+03,0.000E+00,-5.842E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2148.00,0.00,-3.990E-11,1.297E+02,1.414E+04,0.000E+00,-1.276E+03,-2.417E+03,0.000E+00,-1.110E+04,2.160E+00,0.000E+00,7.794E+02,0.000E+00,-1.535E-11,0.000E+00,1.028E+04,0.000E+00,-1.388E+03,-2.502E+03,0.000E+00,-7.081E+03,2.160E+00,0.000E+00,6.859E+02,0.000E+00,2.288E-11,0.000E+00,6.986E+03,0.000E+00,-6.499E+02,-1.151E+03,0.000E+00,-5.188E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2149.00,0.00,-1.376E-11,0.000E+00,1.450E+04,0.000E+00,-1.308E+03,-2.428E+03,0.000E+00,-1.162E+04,1.656E+01,0.000E+00,8.396E+02,0.000E+00,-5.002E-12,0.000E+00,1.008E+04,0.000E+00,-1.321E+03,-2.428E+03,0.000E+00,-7.071E+03,2.160E+00,0.000E+00,7.388E+02,0.000E+00,2.874E-12,0.000E+00,6.839E+03,0.000E+00,-6.076E+02,-1.117E+03,0.000E+00,-5.117E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2150.00,0.00,3.308E-11,0.000E+00,1.447E+04,0.000E+00,-1.391E+03,-2.354E+03,0.000E+00,-1.160E+04,1.656E+01,0.000E+00,8.591E+02,0.000E+00,6.025E-12,0.000E+00,1.004E+04,0.000E+00,-1.391E+03,-2.354E+03,0.000E+00,-7.050E+03,2.160E+00,0.000E+00,7.560E+02,0.000E+00,4.693E-12,0.000E+00,6.782E+03,0.000E+00,-6.398E+02,-1.083E+03,0.000E+00,-5.061E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2151.00,0.00,1.728E-11,0.000E+00,1.370E+04,0.000E+00,-1.428E+03,-2.295E+03,0.000E+00,-1.077E+04,1.656E+01,0.000E+00,7.787E+02,0.000E+00,-1.091E-11,0.000E+00,9.287E+03,0.000E+00,-1.428E+03,-2.295E+03,0.000E+00,-6.251E+03,2.160E+00,0.000E+00,6.853E+02,0.000E+00,2.874E-12,0.000E+00,6.230E+03,0.000E+00,-6.571E+02,-1.056E+03,0.000E+00,-4.520E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2152.00,0.00,6.139E-12,0.000E+00,1.370E+04,0.000E+00,-1.424E+03,-2.265E+03,0.000E+00,-1.069E+04,2.808E+01,0.000E+00,6.589E+02,0.000E+00,-1.069E-11,0.000E+00,9.287E+03,0.000E+00,-1.424E+03,-2.265E+03,0.000E+00,-6.179E+03,2.160E+00,0.000E+00,5.799E+02,0.000E+00,1.288E-11,0.000E+00,6.248E+03,0.000E+00,-6.552E+02,-1.042E+03,0.000E+00,-4.553E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2153.00,0.00,-1.279E-11,0.000E+00,1.382E+04,0.000E+00,-1.456E+03,-2.250E+03,0.000E+00,-1.055E+04,2.808E+01,0.000E+00,4.133E+02,0.000E+00,-3.143E-11,0.000E+00,9.391E+03,0.000E+00,-1.456E+03,-2.250E+03,0.000E+00,-6.051E+03,2.160E+00,0.000E+00,3.637E+02,0.000E+00,1.965E-12,0.000E+00,6.354E+03,0.000E+00,-6.695E+02,-1.035E+03,0.000E+00,-4.652E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2154.00,0.00,-3.740E-11,0.000E+00,1.346E+04,0.000E+00,-1.436E+03,-2.280E+03,0.000E+00,-1.001E+04,2.808E+01,0.000E+00,2.385E+02,0.000E+00,4.789E-11,0.000E+00,8.971E+03,0.000E+00,-1.436E+03,-2.280E+03,0.000E+00,-5.468E+03,2.160E+00,0.000E+00,2.099E+02,0.000E+00,1.457E-13,0.000E+00,6.120E+03,0.000E+00,-6.604E+02,-1.049E+03,0.000E+00,-4.413E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2155.00,0.00,1.864E-11,0.000E+00,1.376E+04,0.000E+00,-1.563E+03,-2.354E+03,0.000E+00,-9.942E+03,2.808E+01,0.000E+00,6.613E+01,0.000E+00,-1.935E-11,0.000E+00,9.269E+03,0.000E+00,-1.563E+03,-2.354E+03,0.000E+00,-5.413E+03,2.160E+00,0.000E+00,5.819E+01,0.000E+00,8.331E-12,0.000E+00,6.335E+03,0.000E+00,-7.188E+02,-1.083E+03,0.000E+00,-4.536E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2156.00,0.00,-3.172E-11,-4.500E+02,1.134E+04,0.000E+00,-1.448E+03,-2.161E+03,0.000E+00,-8.182E+03,2.160E+00,0.000E+00,1.791E-12,0.000E+00,1.207E-11,-4.500E+02,6.769E+03,0.000E+00,-1.448E+03,-2.161E+03,0.000E+00,-3.612E+03,2.160E+00,0.000E+00,-3.533E-12,0.000E+00,-1.532E-11,-2.060E+02,4.674E+03,0.000E+00,-6.662E+02,-9.942E+02,0.000E+00,-3.222E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2157.00,0.00,-2.590E-12,0.000E+00,9.784E+03,0.000E+00,-1.250E+03,-2.013E+03,0.000E+00,-6.523E+03,2.160E+00,0.000E+00,-9.169E-13,0.000E+00,-1.648E-11,0.000E+00,5.093E+03,0.000E+00,-1.250E+03,-2.013E+03,0.000E+00,-1.833E+03,2.160E+00,0.000E+00,7.022E-12,0.000E+00,-8.949E-12,0.000E+00,3.461E+03,0.000E+00,-5.748E+02,-9.261E+02,0.000E+00,-1.962E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2158.00,0.00,-2.501E-11,0.000E+00,1.017E+04,0.000E+00,-1.298E+03,-2.250E+03,0.000E+00,-6.621E+03,2.160E+00,0.000E+00,1.941E-11,0.000E+00,-1.000E-11,0.000E+00,5.475E+03,0.000E+00,-1.298E+03,-2.250E+03,0.000E+00,-1.930E+03,2.160E+00,0.000E+00,6.448E-12,0.000E+00,-1.804E-11,0.000E+00,3.738E+03,0.000E+00,-5.969E+02,-1.035E+03,0.000E+00,-2.108E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2159.00,0.00,3.165E-12,0.000E+00,1.051E+04,0.000E+00,-1.430E+03,-2.398E+03,0.000E+00,-6.682E+03,2.160E+00,0.000E+00,-6.186E-13,0.000E+00,2.676E-11,0.000E+00,5.813E+03,0.000E+00,-1.430E+03,-2.398E+03,0.000E+00,-1.993E+03,8.208E+00,0.000E+00,2.735E-12,0.000E+00,9.923E-12,0.000E+00,3.955E+03,0.000E+00,-6.578E+02,-1.103E+03,0.000E+00,-2.202E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2160.00,0.00,-2.868E-11,0.000E+00,1.177E+04,0.000E+00,-1.656E+03,-2.561E+03,0.000E+00,-7.553E+03,2.160E+00,0.000E+00,-4.267E-12,0.000E+00,-3.617E-12,0.000E+00,7.107E+03,0.000E+00,-1.656E+03,-2.561E+03,0.000E+00,-2.898E+03,8.208E+00,0.000E+00,3.286E-12,0.000E+00,-1.327E-11,0.000E+00,4.927E+03,0.000E+00,-7.617E+02,-1.178E+03,0.000E+00,-2.995E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2161.00,0.00,-1.435E-11,0.000E+00,1.217E+04,0.000E+00,-1.720E+03,-2.798E+03,0.000E+00,-7.651E+03,2.160E+00,0.000E+00,1.643E-11,0.000E+00,-1.037E-11,0.000E+00,7.505E+03,0.000E+00,-1.720E+03,-2.798E+03,0.000E+00,-2.995E+03,8.208E+00,0.000E+00,3.814E-12,0.000E+00,-1.600E-11,0.000E+00,5.213E+03,0.000E+00,-7.914E+02,-1.287E+03,0.000E+00,-3.143E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2162.00,0.00,2.245E-12,0.000E+00,1.250E+04,0.000E+00,-1.742E+03,-3.020E+03,0.000E+00,-7.743E+03,2.160E+00,0.000E+00,5.737E-12,0.000E+00,-2.875E-11,0.000E+00,7.840E+03,0.000E+00,-1.742E+03,-3.020E+03,0.000E+00,-3.086E+03,8.208E+00,0.000E+00,-3.207E-12,0.000E+00,2.084E-11,0.000E+00,5.463E+03,0.000E+00,-8.014E+02,-1.389E+03,0.000E+00,-3.281E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2163.00,0.00,8.240E-12,0.000E+00,1.397E+04,0.000E+00,-2.121E+03,-3.301E+03,0.000E+00,-8.546E+03,2.160E+00,0.000E+00,9.913E-12,0.000E+00,-3.382E-11,0.000E+00,9.417E+03,0.000E+00,-2.121E+03,-3.301E+03,0.000E+00,-4.003E+03,8.208E+00,0.000E+00,7.646E-12,0.000E+00,-9.631E-12,0.000E+00,6.582E+03,0.000E+00,-9.754E+02,-1.519E+03,0.000E+00,-4.097E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2164.00,0.00,-3.284E-11,0.000E+00,1.457E+04,0.000E+00,-2.374E+03,-3.553E+03,0.000E+00,-8.649E+03,2.160E+00,0.000E+00,5.209E-12,0.000E+00,1.590E-11,0.000E+00,1.002E+04,0.000E+00,-2.374E+03,-3.553E+03,0.000E+00,-4.106E+03,8.208E+00,0.000E+00,6.430E-12,0.000E+00,1.856E-11,0.000E+00,6.972E+03,0.000E+00,-1.092E+03,-1.634E+03,0.000E+00,-4.254E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2165.00,0.00,-2.374E-11,0.000E+00,1.485E+04,0.000E+00,-2.338E+03,-3.775E+03,0.000E+00,-8.741E+03,2.160E+00,0.000E+00,1.613E-11,0.000E+00,-6.365E-13,0.000E+00,1.030E+04,0.000E+00,-2.338E+03,-3.775E+03,0.000E+00,-4.197E+03,8.208E+00,0.000E+00,1.354E-11,0.000E+00,-8.722E-12,0.000E+00,7.197E+03,0.000E+00,-1.076E+03,-1.737E+03,0.000E+00,-4.393E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2166.00,0.00,-1.119E-11,8.266E+01,1.634E+04,0.000E+00,-2.427E+03,-4.007E+03,0.000E+00,-9.821E+03,2.160E+00,0.000E+00,8.674E-12,0.000E+00,-4.132E-12,4.500E+02,1.423E+04,0.000E+00,-2.574E+03,-4.249E+03,0.000E+00,-6.965E+03,8.208E+00,0.000E+00,-8.670E-13,0.000E+00,1.038E-11,2.060E+02,9.946E+03,0.000E+00,-1.184E+03,-1.954E+03,0.000E+00,-6.610E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2167.00,0.00,-2.639E-11,-8.039E+01,1.634E+04,0.000E+00,-2.495E+03,-4.097E+03,0.000E+00,-9.845E+03,2.160E+00,0.000E+00,1.878E+01,0.000E+00,-2.924E-12,-2.626E+00,1.634E+04,0.000E+00,-2.888E+03,-4.632E+03,0.000E+00,-8.844E+03,8.208E+00,0.000E+00,1.653E+01,0.000E+00,-5.084E-12,0.000E+00,1.152E+04,0.000E+00,-1.329E+03,-2.132E+03,0.000E+00,-8.066E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2168.00,0.00,-3.126E-12,9.891E+01,1.634E+04,0.000E+00,-2.478E+03,-4.080E+03,0.000E+00,-1.016E+04,2.160E+00,0.000E+00,4.788E+02,0.000E+00,5.400E-12,2.626E+00,1.617E+04,0.000E+00,-2.942E+03,-4.602E+03,0.000E+00,-9.060E+03,8.208E+00,0.000E+00,4.241E+02,0.000E+00,6.739E-12,0.000E+00,1.131E+04,0.000E+00,-1.354E+03,-2.118E+03,0.000E+00,-7.842E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2169.00,0.00,-2.365E-11,1.622E+02,1.634E+04,0.000E+00,-2.250E+03,-4.000E+03,0.000E+00,-1.242E+04,2.160E+00,0.000E+00,2.491E+03,0.000E+00,-1.955E-11,0.000E+00,1.462E+04,0.000E+00,-2.587E+03,-4.352E+03,0.000E+00,-9.995E+03,8.208E+00,0.000E+00,2.306E+03,0.000E+00,4.921E-12,0.000E+00,9.831E+03,0.000E+00,-1.190E+03,-2.002E+03,0.000E+00,-6.647E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2170.00,0.00,-1.364E-11,-1.162E+03,1.634E+04,0.000E+00,0.000E+00,-1.202E+04,0.000E+00,-8.889E+03,2.160E+00,0.000E+00,3.413E+03,0.000E+00,-4.547E-13,-9.014E+02,1.634E+04,0.000E+00,0.000E+00,-1.373E+04,0.000E+00,-6.674E+03,8.208E+00,0.000E+00,3.157E+03,0.000E+00,1.947E-11,0.000E+00,1.352E+04,0.000E+00,0.000E+00,-7.430E+03,0.000E+00,-6.096E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2171.00,0.00,1.137E-11,9.145E+02,1.634E+04,0.000E+00,0.000E+00,-1.039E+04,0.000E+00,-7.240E+03,2.808E+01,0.000E+00,2.181E+03,0.000E+00,-8.868E-12,7.263E+02,1.634E+04,0.000E+00,0.000E+00,-1.229E+04,0.000E+00,-5.219E+03,2.160E+00,0.000E+00,1.897E+03,0.000E+00,1.457E-13,0.000E+00,1.341E+04,0.000E+00,0.000E+00,-6.985E+03,0.000E+00,-6.428E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2172.00,0.00,-4.957E-11,4.342E+02,1.496E+04,0.000E+00,-1.819E+03,-3.312E+03,0.000E+00,-1.166E+04,2.808E+01,0.000E+00,2.234E+03,0.000E+00,3.502E-11,1.751E+02,1.149E+04,0.000E+00,-2.010E+03,-3.482E+03,0.000E+00,-8.058E+03,2.160E+00,0.000E+00,2.234E+03,0.000E+00,2.874E-12,0.000E+00,7.139E+03,0.000E+00,-1.025E+03,-1.655E+03,0.000E+00,-4.461E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2173.00,0.00,1.774E-11,-1.945E+02,1.634E+04,0.000E+00,-2.439E+03,-3.381E+03,0.000E+00,-1.220E+04,2.808E+01,0.000E+00,1.465E+03,0.000E+00,-4.457E-11,0.000E+00,1.297E+04,0.000E+00,-2.567E+03,-3.509E+03,0.000E+00,-8.358E+03,2.160E+00,0.000E+00,1.465E+03,0.000E+00,9.241E-12,0.000E+00,7.702E+03,0.000E+00,-1.192E+03,-1.614E+03,0.000E+00,-4.899E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2174.00,0.00,-2.888E-11,-5.374E+01,1.634E+04,0.000E+00,-2.705E+03,-3.336E+03,0.000E+00,-1.094E+04,2.160E+00,0.000E+00,5.833E+02,0.000E+00,-3.661E-11,0.000E+00,1.412E+04,0.000E+00,-2.969E+03,-3.627E+03,0.000E+00,-8.041E+03,2.160E+00,0.000E+00,5.133E+02,0.000E+00,7.422E-12,0.000E+00,9.212E+03,0.000E+00,-1.366E+03,-1.668E+03,0.000E+00,-6.180E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2175.00,0.00,-2.342E-11,2.483E+02,1.626E+04,0.000E+00,-2.798E+03,-3.582E+03,0.000E+00,-1.150E+04,2.160E+00,0.000E+00,1.865E+03,0.000E+00,-1.364E-11,0.000E+00,1.280E+04,0.000E+00,-2.991E+03,-3.745E+03,0.000E+00,-7.930E+03,2.160E+00,0.000E+00,1.865E+03,0.000E+00,2.925E-11,0.000E+00,7.669E+03,0.000E+00,-1.376E+03,-1.723E+03,0.000E+00,-4.573E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2176.00,0.00,-3.342E-11,-1.359E+02,1.634E+04,0.000E+00,-2.601E+03,-3.671E+03,0.000E+00,-1.183E+04,2.160E+00,0.000E+00,1.633E+03,0.000E+00,4.775E-12,0.000E+00,1.263E+04,0.000E+00,-2.702E+03,-3.760E+03,0.000E+00,-7.807E+03,2.160E+00,0.000E+00,1.633E+03,0.000E+00,1.379E-11,0.000E+00,7.752E+03,0.000E+00,-1.243E+03,-1.730E+03,0.000E+00,-4.781E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2177.00,0.00,-3.865E-12,4.687E+01,1.634E+04,0.000E+00,-2.535E+03,-3.686E+03,0.000E+00,-1.131E+04,2.808E+01,0.000E+00,1.212E+03,0.000E+00,6.139E-11,0.000E+00,1.290E+04,0.000E+00,-2.658E+03,-3.834E+03,0.000E+00,-7.622E+03,2.160E+00,0.000E+00,1.212E+03,0.000E+00,5.603E-12,0.000E+00,8.117E+03,0.000E+00,-1.223E+03,-1.764E+03,0.000E+00,-5.133E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2178.00,0.00,-5.173E-12,-1.241E+02,1.634E+04,0.000E+00,-2.782E+03,-3.769E+03,0.000E+00,-1.011E+04,2.808E+01,0.000E+00,1.713E+02,0.000E+00,8.413E-12,0.000E+00,1.346E+04,0.000E+00,-2.964E+03,-3.968E+03,0.000E+00,-6.680E+03,2.160E+00,0.000E+00,1.507E+02,0.000E+00,1.743E-11,0.000E+00,8.918E+03,0.000E+00,-1.363E+03,-1.825E+03,0.000E+00,-5.732E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2179.00,0.00,-7.702E-12,2.970E+01,1.634E+04,0.000E+00,-2.851E+03,-3.869E+03,0.000E+00,-9.815E+03,2.808E+01,0.000E+00,2.011E+02,0.000E+00,2.160E-12,0.000E+00,1.381E+04,0.000E+00,-3.093E+03,-4.130E+03,0.000E+00,-6.767E+03,2.160E+00,0.000E+00,1.769E+02,0.000E+00,1.015E-11,0.000E+00,9.136E+03,0.000E+00,-1.423E+03,-1.900E+03,0.000E+00,-5.816E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2180.00,0.00,6.191E-12,-2.665E+02,1.495E+04,0.000E+00,-2.521E+03,-3.862E+03,0.000E+00,-8.862E+03,2.808E+01,0.000E+00,4.293E-12,0.000E+00,2.252E-13,-4.500E+02,1.110E+04,0.000E+00,-2.662E+03,-3.982E+03,0.000E+00,-4.909E+03,2.160E+00,0.000E+00,1.372E-11,0.000E+00,-1.259E-11,-2.060E+02,7.461E+03,0.000E+00,-1.225E+03,-1.832E+03,0.000E+00,-4.613E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2181.00,0.00,-1.693E-11,0.000E+00,1.477E+04,0.000E+00,-2.379E+03,-3.849E+03,0.000E+00,-8.570E+03,2.808E+01,0.000E+00,-6.398E-13,0.000E+00,-2.279E-11,0.000E+00,1.001E+04,0.000E+00,-2.407E+03,-3.849E+03,0.000E+00,-3.752E+03,2.160E+00,0.000E+00,2.984E-12,0.000E+00,-9.859E-12,0.000E+00,6.922E+03,0.000E+00,-1.107E+03,-1.771E+03,0.000E+00,-4.046E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2182.00,0.00,-3.892E-11,0.000E+00,1.521E+04,0.000E+00,-2.566E+03,-4.027E+03,0.000E+00,-8.642E+03,2.808E+01,0.000E+00,4.660E-12,0.000E+00,-2.871E-11,0.000E+00,1.041E+04,0.000E+00,-2.566E+03,-4.027E+03,0.000E+00,-3.823E+03,2.160E+00,0.000E+00,-2.477E-12,0.000E+00,1.965E-12,0.000E+00,7.184E+03,0.000E+00,-1.180E+03,-1.852E+03,0.000E+00,-4.153E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2183.00,0.00,-2.202E-11,0.000E+00,1.560E+04,0.000E+00,-2.710E+03,-4.190E+03,0.000E+00,-8.699E+03,2.160E+00,0.000E+00,3.305E-12,0.000E+00,-6.660E-12,0.000E+00,1.078E+04,0.000E+00,-2.710E+03,-4.190E+03,0.000E+00,-3.891E+03,8.208E+00,0.000E+00,6.154E-12,0.000E+00,1.583E-11,0.000E+00,7.421E+03,0.000E+00,-1.247E+03,-1.927E+03,0.000E+00,-4.255E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2184.00,0.00,-4.005E-11,-1.263E+02,1.634E+04,0.000E+00,-2.907E+03,-4.269E+03,0.000E+00,-9.288E+03,2.160E+00,0.000E+00,1.074E-11,0.000E+00,5.737E-13,0.000E+00,1.253E+04,0.000E+00,-2.964E+03,-4.352E+03,0.000E+00,-5.219E+03,8.208E+00,0.000E+00,6.567E-12,0.000E+00,1.492E-11,0.000E+00,8.794E+03,0.000E+00,-1.363E+03,-2.002E+03,0.000E+00,-5.436E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2185.00,0.00,-2.285E-11,4.734E+01,1.634E+04,0.000E+00,-2.948E+03,-4.321E+03,0.000E+00,-9.022E+03,2.160E+00,0.000E+00,6.104E-12,0.000E+00,2.400E-11,0.000E+00,1.278E+04,0.000E+00,-3.062E+03,-4.456E+03,0.000E+00,-5.273E+03,8.208E+00,0.000E+00,1.795E-12,0.000E+00,-9.631E-12,0.000E+00,8.972E+03,0.000E+00,-1.409E+03,-2.050E+03,0.000E+00,-5.521E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2186.00,0.00,-3.187E-11,-4.102E+01,1.634E+04,0.000E+00,-2.965E+03,-4.355E+03,0.000E+00,-9.060E+03,2.160E+00,0.000E+00,9.821E-12,0.000E+00,1.249E-11,0.000E+00,1.285E+04,0.000E+00,-3.091E+03,-4.486E+03,0.000E+00,-5.285E+03,8.208E+00,0.000E+00,1.198E-12,0.000E+00,3.730E-13,0.000E+00,9.018E+03,0.000E+00,-1.422E+03,-2.063E+03,0.000E+00,-5.541E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2187.00,0.00,6.296E-12,-1.732E+02,1.634E+04,0.000E+00,-3.172E+03,-4.243E+03,0.000E+00,-9.096E+03,2.160E+00,0.000E+00,6.150E-12,0.000E+00,-2.928E-11,0.000E+00,1.425E+04,0.000E+00,-3.412E+03,-4.515E+03,0.000E+00,-6.334E+03,8.208E+00,0.000E+00,-1.464E-12,0.000E+00,1.674E-11,0.000E+00,1.001E+04,0.000E+00,-1.569E+03,-2.077E+03,0.000E+00,-6.371E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2188.00,0.00,-1.589E-12,9.805E+01,1.634E+04,0.000E+00,-3.198E+03,-4.224E+03,0.000E+00,-8.818E+03,2.160E+00,0.000E+00,9.179E-12,0.000E+00,5.347E-12,0.000E+00,1.441E+04,0.000E+00,-3.516E+03,-4.545E+03,0.000E+00,-6.362E+03,8.208E+00,0.000E+00,1.336E-12,0.000E+00,1.856E-11,0.000E+00,1.012E+04,0.000E+00,-1.617E+03,-2.091E+03,0.000E+00,-6.418E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2189.00,0.00,-2.579E-11,-3.956E+01,1.634E+04,0.000E+00,-3.034E+03,-4.277E+03,0.000E+00,-9.067E+03,2.160E+00,0.000E+00,-2.294E-12,0.000E+00,-1.442E-11,0.000E+00,1.425E+04,0.000E+00,-3.322E+03,-4.560E+03,0.000E+00,-6.374E+03,8.208E+00,0.000E+00,3.401E-12,0.000E+00,1.311E-11,0.000E+00,1.007E+04,0.000E+00,-1.528E+03,-2.097E+03,0.000E+00,-6.457E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2190.00,0.00,-3.162E-13,-9.765E+01,1.634E+04,0.000E+00,-3.013E+03,-4.187E+03,0.000E+00,-9.236E+03,2.160E+00,0.000E+00,-5.919E-12,0.000E+00,9.853E-12,2.046E+02,1.634E+04,0.000E+00,-3.458E+03,-4.694E+03,0.000E+00,-7.987E+03,8.208E+00,0.000E+00,-3.253E-12,0.000E+00,8.558E-12,2.060E+02,1.254E+04,0.000E+00,-1.645E+03,-2.234E+03,0.000E+00,-8.459E+03,8.208E+00,0.000E+00,0.000E+00,0.000E+00
2191.00,0.00,-2.373E-12,1.636E+01,1.634E+04,0.000E+00,-3.316E+03,-4.118E+03,0.000E+00,-8.954E+03,2.160E+00,0.000E+00,6.626E+01,0.000E+00,1.050E-11,-2.026E+02,1.634E+04,0.000E+00,-3.912E+03,-4.681E+03,0.000E+00,-8.007E+03,2.160E+00,0.000E+00,5.831E+01,0.000E+00,-3.492E-12,0.000E+00,1.424E+04,0.000E+00,-1.998E+03,-2.363E+03,0.000E+00,-9.885E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2192.00,0.00,-1.933E-11,1.822E+02,1.634E+04,0.000E+00,-3.490E+03,-3.968E+03,0.000E+00,-1.042E+04,2.160E+00,0.000E+00,1.719E+03,0.000E+00,2.547E-11,3.078E+02,1.634E+04,0.000E+00,-4.082E+03,-4.469E+03,0.000E+00,-9.082E+03,2.160E+00,0.000E+00,1.602E+03,0.000E+00,1.652E-11,0.000E+00,1.319E+04,0.000E+00,-2.101E+03,-2.234E+03,0.000E+00,-8.853E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2193.00,0.00,-3.638E-12,1.275E+02,1.634E+04,0.000E+00,-3.195E+03,-3.624E+03,0.000E+00,-1.192E+04,2.160E+00,0.000E+00,2.523E+03,0.000E+00,-2.774E-11,5.164E+01,1.634E+04,0.000E+00,-3.790E+03,-4.157E+03,0.000E+00,-1.072E+04,2.160E+00,0.000E+00,2.381E+03,0.000E+00,5.603E-12,0.000E+00,1.158E+04,0.000E+00,-1.853E+03,-1.982E+03,0.000E+00,-7.749E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2194.00,0.00,-5.002E-12,-7.571E+02,1.634E+04,0.000E+00,0.000E+00,-1.076E+04,0.000E+00,-9.761E+03,2.160E+00,0.000E+00,3.421E+03,0.000E+00,-1.910E-11,-8.248E+02,1.634E+04,0.000E+00,0.000E+00,-1.255E+04,0.000E+00,-7.804E+03,2.160E+00,0.000E+00,3.192E+03,0.000E+00,1.288E-11,0.000E+00,1.403E+04,0.000E+00,0.000E+00,-7.013E+03,0.000E+00,-7.018E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
2195.00,0.00,4.547E-12,7.987E+02,1.634E+04,0.000E+00,0.000E+00,-8.992E+03,0.000E+00,-9.556E+03,2.160E+00,0.000E+00,3.009E+03,0.000E+00,-1.728E-11,8.474E+02,1.634E+04,0.000E+00,0.000E+00,-1.074E+04,0.000E+00,-7.455E+03,2.160E+00,0.000E+00,2.701E+03,0.000E+00,1.470E-11,0.000E+00,1.286E+04,0.000E+00,0.000E+00,-6.150E+03,0.000E+00,-6.708E+03,2.160E+00,0.000E+00,0.000E+00,0.000E+00
