TIME,REL_BAL_ENERGY,1_B4_QBAL,1_B4_DQAIRdT,1_B4_QHEAT,1_B4_QCOOL,1_B4_QINF,1_B4_QVENT,1B4_QCOUP,1_B4_QTRANS,1_B4_QGINT,1_B4_QWGAIN,1_B4_QSOL,1_B4_QSOLAIR,2_B4_QBAL,2_B4_DQAIRdT,2_B4_QHEAT,2_B4_QCOOL,2_B4_QINF,2_B4_QVENT,2B4_QCOUP,2_B4_QTRANS,2_B4_QGINT,2_B4_QWGAIN,2_B4_QSOL,2_B4_QSOLAIR,3_B4_QBAL,3_B4_DQAIRdT,3_B4_QHEAT,3_B4_QCOOL,3_B4_QINF,3_B4_QVENT,3B4_QCOUP,3_B4_QTRANS,3_B4_QGINT,3_B4_QWGAIN,3_B4_QSOL,3_B4_QSOLAIR,4_B4_QBAL,4_B4_DQAIRdT,4_B4_QHEAT,4_B4_QCOOL,4_B4_QINF,4_B4_QVENT,4B4_QCOUP,4_B4_QTRANS,4_B4_QGINT,4_B4_QWGAIN,4_B4_QSOL,4_B4_QSOLAIR,5_B4_QBAL,5_B4_DQAIRdT,5_B4_QHEAT,5_B4_QCOOL,5_B4_QINF,5_B4_QVENT,5B4_QCOUP,5_B4_QTRANS,5_B4_QGINT,5_B4_QWGAIN,5_B4_QSOL,5_B4_QSOLAIR
6522,0.0,-3.467e-12,-10.36,0.0,0.0,0.0,0.0,-126.9,116.6,0.0,0.0,0.0,0.0,2.434e-13,-23.23,0.0,0.0,-926.1,0.0,817.0,74.28,0.0,0.0,11.57,0.0,1.604e-11,6.077,0.0,0.0,-77.16,0.0,-414.6,389.0,34.24,0.0,74.64,0.0,-1.694e-11,-4.432,0.0,0.0,-85.28,0.0,-978.7,838.7,71.55,0.0,149.3,0.0,2.62e-11,2.033,0.0,0.0,-391.6,0.0,-280.9,553.3,48.32,0.0,72.89,0.0
6523,0.0,-1.538e-11,47.15,0.0,0.0,0.0,0.0,-5.451,52.6,0.0,0.0,0.0,0.0,5.147e-14,77.61,0.0,0.0,-843.5,0.0,942.8,-21.73,0.0,0.0,6.199e-13,0.0,-2.032e-11,-208.6,0.0,0.0,-698.3,0.0,-54.98,510.4,34.24,0.0,-8.735e-12,0.0,-1.613e-11,116.6,0.0,0.0,-687.8,0.0,-715.7,338.5,1182.0,0.0,2.967e-12,0.0,2.586e-11,37.21,0.0,0.0,-349.7,0.0,-180.0,518.5,48.32,0.0,8.503e-12,0.0
6524,0.0,1.563e-12,-3.046,0.0,0.0,0.0,0.0,15.2,-18.25,0.0,0.0,0.0,0.0,3.398e-12,-28.71,0.0,0.0,-1044.0,0.0,1120.0,-104.8,0.0,0.0,5.276e-13,0.0,-9.884e-13,283.4,0.0,0.0,-19.61,0.0,-76.75,345.5,34.24,0.0,7.666e-13,0.0,5.305e-12,325.8,0.0,0.0,-21.16,0.0,-880.6,-226.2,1454.0,0.0,1.667e-12,0.0,-3.611e-11,172.0,0.0,0.0,-8.726,0.0,-174.9,307.3,48.32,0.0,1.833e-14,0.0
6525,0.0,3.652e-12,19.11,0.0,0.0,0.0,0.0,57.12,-38.01,0.0,0.0,0.0,0.0,5.242e-12,5.838,0.0,0.0,-1213.0,0.0,1271.0,-51.93,0.0,0.0,-3.693e-14,0.0,1.002e-11,-58.91,0.0,0.0,-31.65,0.0,-145.7,84.21,34.24,0.0,5.263e-12,0.0,-3.489e-12,-64.74,0.0,0.0,-33.55,0.0,-973.5,-511.5,1454.0,0.0,-5.763e-12,0.0,1.73e-11,-8.032,0.0,0.0,-10.23,0.0,-194.2,148.1,48.32,0.0,4.437e-12,0.0
6526,0.0,-2.309e-12,-35.18,0.0,0.0,0.0,0.0,-29.8,-5.378,0.0,0.0,0.0,0.0,-6.153e-12,-52.19,0.0,0.0,-1434.0,0.0,1346.0,35.86,0.0,0.0,-1.345e-13,0.0,-1.574e-12,-13.22,0.0,0.0,0.0,0.0,-147.9,100.4,34.24,0.0,-4.708e-12,0.0,-1.009e-11,-14.72,0.0,0.0,0.0,0.0,-996.2,-472.4,1454.0,0.0,1.105e-11,0.0,2.167e-11,-30.87,0.0,0.0,-12.21,0.0,-218.0,151.1,48.32,0.0,-7.255e-12,0.0
6527,0.0,2.828e-12,18.9,0.0,0.0,0.0,0.0,-4.109,23.01,0.0,0.0,0.0,0.0,1.348e-11,2.505,0.0,0.0,-1594.0,0.0,1475.0,120.8,0.0,0.0,6.806e-13,0.0,-1.601e-12,115.4,0.0,0.0,-12.45,0.0,-244.1,-205.2,577.1,0.0,1.039e-13,0.0,4.722e-12,-205.0,0.0,0.0,-13.29,0.0,-926.3,-174.9,909.5,0.0,-4.26e-12,0.0,-4.817e-12,165.7,0.0,0.0,-13.87,0.0,-321.1,-201.9,702.5,0.0,1.133e-11,0.0
6528,0.0,2.942e-12,-43.77,0.0,0.0,0.0,0.0,-105.9,62.15,0.0,0.0,0.0,0.0,-6.436e-13,-47.4,0.0,0.0,-1776.0,0.0,1538.0,190.8,0.0,0.0,-3.878e-13,0.0,-9.519e-12,-157.7,0.0,0.0,-13.74,0.0,-285.9,-55.61,197.5,0.0,6.852e-12,0.0,-3.266e-12,-239.3,0.0,0.0,-14.33,0.0,-754.6,458.1,71.55,0.0,-1.395e-11,0.0,-3.553e-12,-138.8,0.0,0.0,-15.67,0.0,-412.2,-85.8,374.9,0.0,-4.839e-13,0.0
6529,0.0,6.025e-12,-0.5801,0.0,0.0,0.0,0.0,-128.8,128.2,0.0,0.0,0.0,0.0,3.315e-12,-24.62,0.0,0.0,-1927.0,0.0,1598.0,304.6,0.0,0.0,1.155e-12,0.0,-1.204e-12,-40.72,0.0,0.0,-15.36,0.0,-293.0,70.13,197.5,0.0,3.372e-12,0.0,-6.16e-12,-59.07,0.0,0.0,-15.99,0.0,-735.7,621.1,71.55,0.0,8.961e-12,0.0,2.713e-12,-60.01,0.0,0.0,-17.1,0.0,-461.5,43.67,374.9,0.0,-1.892e-12,0.0
6530,0.0,1.083e-11,-23.57,0.0,0.0,0.0,0.0,-177.9,154.3,0.0,0.0,0.0,0.0,-1.754e-12,-33.11,0.0,0.0,-2120.0,0.0,1703.0,383.6,0.0,0.0,-2.189e-13,0.0,-1.289e-11,-42.96,0.0,0.0,-18.52,0.0,-309.1,87.1,197.5,0.0,-9.531e-12,0.0,-6.469e-12,-68.07,0.0,0.0,-19.18,0.0,-748.2,627.8,71.55,0.0,1.49e-11,0.0,1.688e-11,-42.33,0.0,0.0,-18.93,0.0,-488.5,90.23,374.9,0.0,6.476e-12,0.0
6531,0.0,9.72e-12,-5.391,0.0,0.0,0.0,0.0,-191.4,186.0,0.0,0.0,0.0,0.0,-1.431e-11,-30.83,0.0,0.0,-2317.0,0.0,1818.0,468.9,0.0,0.0,6.436e-13,0.0,-1.824e-11,-48.53,0.0,0.0,-20.94,0.0,-335.2,110.1,197.5,0.0,3.841e-12,0.0,-1.861e-11,-73.28,0.0,0.0,-21.67,0.0,-775.6,652.4,71.55,0.0,-1.02e-11,0.0,4.985e-12,-53.95,0.0,0.0,-20.88,0.0,-536.6,128.6,374.9,0.0,-3.768e-12,0.0
6532,0.0,3.325e-12,-18.33,0.0,0.0,0.0,0.0,-224.6,206.2,0.0,0.0,0.0,0.0,-9.617e-13,-19.35,0.0,0.0,-2451.0,0.0,1907.0,524.4,0.0,0.0,-2.796e-13,0.0,-9.82e-12,-44.99,0.0,0.0,-32.32,0.0,-344.0,133.8,197.5,0.0,7.524e-13,0.0,-1.05e-11,-66.74,0.0,0.0,-33.14,0.0,-782.1,676.9,71.55,0.0,3.487e-12,0.0,-6.16e-12,-45.83,0.0,0.0,-22.22,0.0,-565.5,167.0,374.9,0.0,1.002e-12,0.0
6533,0.0,-3.979e-12,-3.963,0.0,0.0,0.0,0.0,-226.7,222.7,0.0,0.0,0.0,0.0,-1.654e-12,-20.61,0.0,0.0,-2539.0,0.0,1959.0,559.8,0.0,0.0,-2.902e-13,0.0,-1.212e-11,-40.52,0.0,0.0,-33.85,0.0,-354.7,150.5,197.5,0.0,2.316e-12,0.0,-1.801e-11,-61.05,0.0,0.0,-34.72,0.0,-791.8,693.9,71.55,0.0,2.001e-12,0.0,4.762e-12,-45.51,0.0,0.0,-23.11,0.0,-594.5,197.2,374.9,0.0,3.114e-12,0.0
6534,0.0,-1.467e-11,-16.27,0.0,0.0,0.0,0.0,-251.0,234.7,0.0,0.0,0.0,0.0,5.463e-13,-18.69,0.0,0.0,-2628.0,0.0,2016.0,593.7,0.0,0.0,4.326e-13,0.0,2.404e-12,-35.15,0.0,0.0,-24.12,0.0,-367.0,158.4,197.5,0.0,2.441e-13,0.0,-1.65e-11,-54.66,0.0,0.0,-24.9,0.0,-802.9,701.6,71.55,0.0,-9.339e-12,0.0,1.093e-11,-43.4,0.0,0.0,-24.02,0.0,-618.3,224.0,374.9,0.0,-2.83e-12,0.0
6535,0.0,-2.103e-12,1.766,0.0,0.0,0.0,0.0,-235.1,236.9,0.0,0.0,0.0,0.0,-7.917e-12,1.023,0.0,0.0,-2601.0,0.0,2012.0,584.9,0.0,0.0,5.277,0.0,6.928e-12,-27.31,0.0,0.0,-21.71,0.0,-370.1,133.7,197.5,0.0,33.24,0.0,2.167e-11,-40.51,0.0,0.0,-22.28,0.0,-803.0,646.7,71.55,0.0,66.48,0.0,-9.763e-12,-30.58,0.0,0.0,-23.79,0.0,-630.0,215.1,374.9,0.0,33.24,0.0
6536,0.0,2.615e-12,14.66,0.0,0.0,0.0,0.0,-175.3,190.0,0.0,0.0,0.0,0.0,-3.837e-12,49.56,0.0,0.0,-2346.0,0.0,1879.0,288.5,0.0,0.0,228.7,0.0,1.342e-11,55.73,0.0,0.0,-19.31,0.0,-338.2,-320.5,197.5,0.0,536.2,0.0,1.751e-11,90.05,0.0,0.0,-19.89,0.0,-766.6,-265.9,71.55,0.0,1071.0,0.0,-6.594e-12,127.0,0.0,0.0,-21.33,0.0,-623.5,-1035.0,374.9,0.0,1432.0,0.0
6537,0.0,-8.384e-12,39.6,0.0,0.0,0.0,0.0,-50.52,90.12,0.0,0.0,0.0,0.0,-1.705e-13,52.61,0.0,0.0,-2017.0,0.0,1730.0,105.3,0.0,0.0,233.7,0.0,5.116e-12,97.65,0.0,0.0,-16.38,0.0,-276.6,-805.6,197.5,0.0,998.7,0.0,1.819e-12,357.6,0.0,0.0,-17.13,0.0,-827.1,-1702.0,909.5,0.0,1994.0,0.0,-8.868e-12,186.2,0.0,0.0,-18.19,0.0,-599.4,-1365.0,702.5,0.0,1467.0,0.0
6538,0.0,2.184e-11,27.54,0.0,0.0,0.0,0.0,43.36,-15.83,0.0,0.0,0.0,0.0,7.446e-12,70.21,0.0,0.0,-1669.0,0.0,1572.0,-192.2,0.0,0.0,359.4,0.0,9.095e-13,131.6,0.0,0.0,-14.13,0.0,-227.6,-1834.0,34.24,0.0,2173.0,0.0,-1.364e-11,143.2,0.0,0.0,-14.92,0.0,-867.0,-3245.0,701.5,0.0,3569.0,0.0,-1e-11,140.8,0.0,0.0,-14.85,0.0,-541.0,-2119.0,562.1,0.0,2253.0,0.0
6539,0.0,9.663e-13,2.594,0.0,0.0,0.0,0.0,49.63,-47.04,0.0,0.0,0.0,0.0,1.165e-12,7.166,0.0,0.0,-1431.0,0.0,1413.0,-107.5,0.0,0.0,132.5,0.0,-5.457e-12,-31.76,0.0,0.0,-9.92,0.0,-207.4,-853.1,34.24,0.0,1004.0,0.0,3.251e-11,39.91,0.0,0.0,-10.61,0.0,-859.8,-2006.0,909.5,0.0,2007.0,0.0,-2.16e-12,-175.7,0.0,0.0,-12.5,0.0,-417.3,-628.6,48.32,0.0,834.4,0.0
6540,0.0,6.21e-12,27.35,0.0,0.0,0.0,0.0,102.3,-74.96,0.0,0.0,0.0,0.0,-1.478e-12,45.76,0.0,0.0,-1276.0,0.0,1351.0,-199.6,0.0,0.0,170.5,0.0,-1.455e-11,185.9,0.0,0.0,-2.581,0.0,-216.1,-2163.0,34.24,0.0,2533.0,0.0,-2.365e-11,342.1,0.0,0.0,-2.875,0.0,-987.2,-4074.0,1246.0,0.0,4160.0,0.0,7.958e-12,86.76,0.0,0.0,-10.96,0.0,-283.4,-740.9,48.32,0.0,1074.0,0.0
6541,0.0,-1.151e-12,17.49,0.0,0.0,0.0,0.0,140.9,-123.5,0.0,0.0,0.0,0.0,5.315e-12,28.36,0.0,0.0,-1124.0,0.0,1285.0,-265.1,0.0,0.0,132.3,0.0,6.821e-12,8.371,0.0,0.0,-5.203,0.0,-210.4,-1491.0,34.24,0.0,1681.0,0.0,-2.274e-12,13.07,0.0,0.0,-5.75,0.0,-1023.0,-3496.0,1182.0,0.0,3356.0,0.0,-2.944e-11,41.98,0.0,0.0,-9.524,0.0,-216.9,-613.6,48.32,0.0,833.7,0.0
6542,0.0,1.654e-11,10.12,0.0,0.0,0.0,0.0,149.0,-138.9,0.0,0.0,0.0,0.0,-1.194e-12,24.73,0.0,0.0,-999.9,0.0,1212.0,-314.3,0.0,0.0,127.1,0.0,-2.865e-11,216.7,0.0,0.0,-3.498,0.0,-268.6,-3086.0,34.24,0.0,3541.0,0.0,-1.273e-11,41.13,0.0,300.0,-3.824,0.0,-939.0,-5226.0,701.5,0.0,5808.0,0.0,2.956e-12,38.55,0.0,0.0,-8.377,0.0,-179.4,-622.9,48.32,0.0,800.9,0.0
6543,0.0,-8.015e-12,-41.17,0.0,0.0,0.0,0.0,16.25,-57.42,0.0,0.0,0.0,0.0,-1.72e-12,-80.41,0.0,0.0,-1131.0,0.0,1096.0,-159.2,0.0,0.0,113.3,0.0,-3.001e-11,-207.7,0.0,0.0,-377.3,0.0,-388.0,-2318.0,34.24,0.0,2841.0,0.0,1.819e-11,0.0,0.0,163.3,-392.5,0.0,-1175.0,-4177.0,1246.0,0.0,4662.0,0.0,1.592e-12,-242.1,0.0,0.0,-448.5,0.0,-183.4,-371.9,48.32,0.0,713.5,0.0
6544,0.0,-1.462e-11,26.21,0.0,0.0,0.0,0.0,37.21,-11.0,0.0,0.0,0.0,0.0,1.535e-11,69.08,0.0,0.0,-988.5,0.0,1061.0,-98.51,0.0,0.0,94.62,0.0,1.91e-11,98.25,0.0,0.0,-329.2,0.0,-362.6,-2119.0,34.24,0.0,2875.0,0.0,-1.819e-11,0.0,0.0,163.4,-338.0,0.0,-1253.0,-3935.0,973.6,0.0,4716.0,0.0,8.868e-12,15.46,0.0,0.0,-394.8,0.0,-137.1,-97.07,48.32,0.0,596.1,0.0
6545,0.0,7.653e-12,-12.82,0.0,0.0,0.0,0.0,2.809,-15.63,0.0,0.0,0.0,0.0,3.894e-12,-25.48,0.0,0.0,-968.3,0.0,1010.0,-136.8,0.0,0.0,69.11,0.0,1.251e-11,-120.0,0.0,0.0,-397.0,0.0,-297.8,-753.0,34.24,0.0,1294.0,0.0,-2.183e-11,-135.8,0.0,0.0,-407.1,0.0,-1070.0,-1486.0,701.5,0.0,2126.0,0.0,1.813e-11,6.287,0.0,0.0,-371.3,0.0,-116.1,10.08,48.32,0.0,435.4,0.0
6546,0.0,1.143e-11,37.39,0.0,0.0,0.0,0.0,77.76,-40.37,0.0,0.0,0.0,0.0,4.277e-12,63.2,0.0,0.0,-935.7,0.0,1125.0,-136.3,0.0,0.0,10.17,0.0,1.222e-12,87.16,0.0,0.0,-7.574,0.0,-198.6,195.1,34.24,0.0,64.08,0.0,-5.77e-11,130.2,0.0,0.0,-8.287,0.0,-905.8,6.672,909.5,0.0,128.2,0.0,8.043e-12,162.8,0.0,0.0,-7.673,0.0,-112.6,170.7,48.32,0.0,64.08,0.0
6547,0.0,3.475e-12,-29.53,0.0,0.0,0.0,0.0,10.76,-40.29,0.0,0.0,0.0,0.0,6.606e-12,-79.79,0.0,0.0,-1220.0,0.0,1221.0,-80.66,0.0,0.0,-4.141e-13,0.0,4.742e-12,-57.51,0.0,0.0,-11.14,0.0,-194.5,113.9,34.24,0.0,-5.099e-12,0.0,3.121e-11,-74.08,0.0,0.0,-12.01,0.0,-907.6,-63.96,909.5,0.0,-5.059e-13,0.0,1.102e-11,-19.9,0.0,0.0,-10.15,0.0,-143.0,84.9,48.32,0.0,1.152e-12,0.0
6548,0.0,-1.855e-11,2.007,0.0,0.0,0.0,0.0,-10.58,12.58,0.0,0.0,0.0,0.0,-4.863e-12,6.212,0.0,0.0,-1422.0,0.0,1368.0,60.11,0.0,0.0,8.969e-14,0.0,3.722e-12,-53.02,0.0,0.0,-12.51,0.0,-202.7,127.9,34.24,0.0,6.358e-12,0.0,-5.704e-12,10.27,0.0,0.0,-13.42,0.0,-985.9,-172.1,1182.0,0.0,-4.741e-13,0.0,-2.146e-11,-42.62,0.0,0.0,-12.05,0.0,-184.4,105.5,48.32,0.0,-3.266e-12,0.0
6549,0.0,1.99e-13,-16.15,0.0,0.0,0.0,0.0,-51.75,35.6,0.0,0.0,0.0,0.0,1.007e-11,-53.65,0.0,0.0,-1677.0,0.0,1484.0,138.6,0.0,0.0,1.556e-13,0.0,-6.906e-12,-36.63,0.0,0.0,-13.91,0.0,-188.9,131.9,34.24,0.0,-2.792e-12,0.0,-3.787e-12,20.15,0.0,0.0,-14.99,0.0,-1070.0,-348.5,1454.0,0.0,-1.788e-11,0.0,-3.781e-12,-28.44,0.0,0.0,-14.36,0.0,-192.0,129.6,48.32,0.0,2.99e-12,0.0
6550,0.0,-9.848e-12,-8.797,0.0,0.0,0.0,0.0,-81.65,72.86,0.0,0.0,0.0,0.0,8.25e-12,-15.57,0.0,0.0,-1909.0,0.0,1644.0,249.8,0.0,0.0,-2.11e-14,0.0,-3.546e-12,-49.91,0.0,0.0,-17.32,0.0,-205.4,138.5,34.24,0.0,2.018e-12,0.0,3.364e-12,-73.94,0.0,0.0,-18.65,0.0,-1146.0,-363.0,1454.0,0.0,1.808e-13,0.0,4.515e-12,-44.38,0.0,0.0,-16.6,0.0,-229.0,152.9,48.32,0.0,-2.015e-12,0.0
6551,0.0,-1.07e-11,-13.37,0.0,0.0,0.0,0.0,-114.7,101.4,0.0,0.0,0.0,0.0,-4.21e-13,-47.6,0.0,0.0,-2183.0,0.0,1794.0,341.1,0.0,0.0,-8.758e-13,0.0,-4.072e-12,106.9,0.0,0.0,-20.18,0.0,-304.8,-145.2,577.1,0.0,-8.733e-12,0.0,-2.923e-11,-201.1,0.0,0.0,-21.37,0.0,-1051.0,-38.69,909.5,0.0,4.421e-12,0.0,1.689e-11,153.0,0.0,0.0,-19.36,0.0,-344.6,-185.5,702.5,0.0,3.701e-12,0.0
6552,0.0,3.752e-12,-27.35,0.0,0.0,0.0,0.0,-184.5,157.2,0.0,0.0,0.0,0.0,-7.923e-12,-33.62,0.0,0.0,-2413.0,0.0,1920.0,459.3,0.0,0.0,4.326e-13,0.0,2.535e-11,-182.4,0.0,0.0,-21.76,0.0,-375.1,16.88,197.5,0.0,-1.907e-12,0.0,-1.411e-11,-270.2,0.0,0.0,-22.6,0.0,-913.5,594.3,71.55,0.0,-1.911e-11,0.0,9.905e-12,-163.1,0.0,0.0,-21.75,0.0,-469.5,-46.73,374.9,0.0,2.982e-13,0.0
6553,0.0,1.225e-11,-22.47,0.0,0.0,0.0,0.0,-244.2,221.7,0.0,0.0,0.0,0.0,2.931e-13,-46.59,0.0,0.0,-2658.0,0.0,2044.0,567.5,0.0,0.0,1.794e-13,0.0,-5.304e-12,-40.71,0.0,0.0,-24.1,0.0,-364.0,149.9,197.5,0.0,-3.627e-12,0.0,-4.926e-11,-104.8,0.0,0.0,-24.69,0.0,-958.6,806.9,71.55,0.0,-1.106e-11,0.0,-6.763e-12,-57.6,0.0,0.0,-24.36,0.0,-502.2,94.0,374.9,0.0,3.583e-12,0.0
6554,0.0,6.139e-12,-13.15,0.0,0.0,0.0,0.0,-269.9,256.7,0.0,0.0,0.0,0.0,1.937e-12,-27.76,0.0,0.0,-2910.0,0.0,2224.0,658.3,0.0,0.0,4.59e-13,0.0,3.828e-12,-67.11,0.0,0.0,-26.72,0.0,-410.7,172.8,197.5,0.0,4.936e-12,0.0,-2.646e-11,-98.34,0.0,0.0,-27.28,0.0,-1001.0,858.2,71.55,0.0,8.101e-12,0.0,5.583e-12,-69.52,0.0,0.0,-27.07,0.0,-569.8,152.4,374.9,0.0,4.56e-12,0.0
6555,0.0,1.427e-11,-21.44,0.0,0.0,0.0,0.0,-308.7,287.3,0.0,0.0,0.0,0.0,-1.115e-12,-44.56,0.0,0.0,-3155.0,0.0,2370.0,740.3,0.0,0.0,-2.058e-13,0.0,9.001e-12,-59.47,0.0,0.0,-29.21,0.0,-436.9,209.1,197.5,0.0,-7.655e-12,0.0,-1.628e-11,-90.76,0.0,0.0,-29.8,0.0,-1030.0,897.0,71.55,0.0,2.019e-13,0.0,-1.16e-11,-67.12,0.0,0.0,-29.61,0.0,-624.2,211.7,374.9,0.0,9.629e-13,0.0
6556,0.0,1.364e-12,-10.83,0.0,0.0,0.0,0.0,-322.5,311.7,0.0,0.0,0.0,0.0,-4.88e-12,-21.28,0.0,0.0,-3278.0,0.0,2450.0,806.8,0.0,0.0,-3.324e-13,0.0,2.031e-11,-62.67,0.0,0.0,-30.46,0.0,-470.3,240.6,197.5,0.0,-4.331e-12,0.0,-9.35e-12,-58.24,0.0,0.0,-31.33,0.0,-1002.0,903.6,71.55,0.0,-1.583e-11,0.0,-5.448e-12,-71.63,0.0,0.0,-30.76,0.0,-685.1,269.4,374.9,0.0,-9.086e-12,0.0
6557,0.0,-1.762e-12,-13.34,0.0,0.0,0.0,0.0,-334.7,321.4,0.0,0.0,0.0,0.0,4.298e-12,-22.5,0.0,0.0,-3325.0,0.0,2471.0,831.7,0.0,0.0,2.058e-13,0.0,-2.337e-11,-42.9,0.0,0.0,-30.72,0.0,-468.3,258.6,197.5,0.0,-1.016e-11,0.0,-2.475e-11,-64.89,0.0,0.0,-31.66,0.0,-998.6,893.8,71.55,0.0,2.079e-12,0.0,1.422e-12,-46.45,0.0,0.0,-31.15,0.0,-699.9,309.7,374.9,0.0,2.331e-12,0.0
6558,0.0,-4.832e-12,-9.716,0.0,0.0,0.0,0.0,-339.0,329.3,0.0,0.0,0.0,0.0,9.317e-12,-18.66,0.0,0.0,-3389.0,0.0,2517.0,853.5,0.0,0.0,2.216e-13,0.0,5.71e-12,-47.11,0.0,0.0,-31.33,0.0,-477.4,264.0,197.5,0.0,3.92e-12,0.0,2.301e-11,-67.95,0.0,0.0,-32.26,0.0,-1004.0,896.9,71.55,0.0,8.57e-12,0.0,-1.861e-12,-51.16,0.0,0.0,-31.81,0.0,-727.1,332.9,374.9,0.0,8.94e-12,0.0
6559,0.0,-5.4e-12,-8.661,0.0,0.0,0.0,0.0,-338.4,329.7,0.0,0.0,0.0,0.0,-3.352e-12,-6.753,0.0,0.0,-3381.0,0.0,2525.0,846.5,0.0,0.0,2.38,0.0,-1.489e-11,-37.89,0.0,0.0,-31.24,0.0,-476.1,256.9,197.5,0.0,14.99,0.0,-1.9e-11,-56.04,0.0,0.0,-32.17,0.0,-999.4,874.0,71.55,0.0,29.99,0.0,9.55e-12,-41.98,0.0,0.0,-31.75,0.0,-741.7,341.6,374.9,0.0,14.99,0.0
6560,0.0,-2.558e-12,23.52,0.0,0.0,0.0,0.0,-254.1,277.6,0.0,0.0,0.0,0.0,-2.331e-12,62.19,0.0,0.0,-3039.0,0.0,2348.0,525.8,0.0,0.0,227.7,0.0,-6.821e-12,53.13,0.0,0.0,-27.77,0.0,-437.2,-214.1,197.5,0.0,534.6,0.0,-1.046e-11,86.6,0.0,0.0,-28.65,0.0,-954.3,-69.82,71.55,0.0,1068.0,0.0,-8.185e-12,122.9,0.0,0.0,-28.34,0.0,-731.6,-917.0,374.9,0.0,1425.0,0.0
6561,0.0,-2.274e-13,32.3,0.0,0.0,0.0,0.0,-135.8,168.1,0.0,0.0,0.0,0.0,-2.444e-12,58.52,0.0,0.0,-2565.0,0.0,2111.0,364.8,0.0,0.0,148.2,0.0,-8.072e-12,76.16,0.0,0.0,-23.02,0.0,-347.8,-462.8,197.5,0.0,712.2,0.0,-5.912e-12,313.1,0.0,0.0,-23.97,0.0,-978.9,-1017.0,909.5,0.0,1423.0,0.0,-8.868e-12,148.2,0.0,0.0,-23.65,0.0,-674.4,-787.8,702.5,0.0,931.6,0.0
6562,0.0,-1.812e-11,15.87,0.0,0.0,0.0,0.0,-70.05,85.91,0.0,0.0,0.0,0.0,6.821e-13,58.97,0.0,0.0,-2131.0,0.0,1855.0,71.61,0.0,0.0,263.1,0.0,4.093e-12,81.0,0.0,0.0,-19.42,0.0,-305.0,-1244.0,34.24,0.0,1615.0,0.0,8.185e-12,-37.33,0.0,0.0,-20.38,0.0,-951.3,-2360.0,71.55,0.0,3223.0,0.0,-2.956e-12,-50.52,0.0,0.0,-19.26,0.0,-551.0,-1181.0,48.32,0.0,1652.0,0.0
6563,0.0,-3.823e-12,-6.025,0.0,0.0,0.0,0.0,-82.77,76.75,0.0,0.0,0.0,0.0,-5.883e-12,0.7841,0.0,0.0,-1872.0,0.0,1655.0,138.3,0.0,0.0,79.77,0.0,-4.093e-12,-60.17,0.0,0.0,-16.97,0.0,-289.6,-312.0,34.24,0.0,524.1,0.0,1.114e-11,-79.26,0.0,0.0,-17.76,0.0,-834.5,-346.9,71.55,0.0,1048.0,0.0,-6.423e-12,-42.07,0.0,0.0,-16.64,0.0,-467.1,-109.2,48.32,0.0,502.5,0.0
6564,0.0,-1.023e-11,7.675,0.0,0.0,0.0,0.0,-72.67,80.34,0.0,0.0,0.0,0.0,2.586e-12,-2.807,0.0,0.0,-1908.0,0.0,1674.0,179.8,0.0,0.0,50.71,0.0,1.836e-11,-12.67,0.0,0.0,-16.81,0.0,-239.7,-112.8,34.24,0.0,322.4,0.0,-1.99e-11,265.0,0.0,0.0,-17.74,0.0,-952.7,-590.9,1182.0,0.0,644.7,0.0,-1.359e-11,-17.73,0.0,0.0,-16.93,0.0,-429.5,60.91,48.32,0.0,319.5,0.0
6565,0.0,-6.892e-13,20.29,0.0,0.0,0.0,0.0,-18.76,39.05,0.0,0.0,0.0,0.0,7.404e-12,32.31,0.0,0.0,-1867.0,0.0,1698.0,80.75,0.0,0.0,120.6,0.0,-9.777e-12,116.5,0.0,0.0,-16.23,0.0,-226.6,-1092.0,34.24,0.0,1417.0,0.0,-3.274e-11,148.9,0.0,0.0,-17.33,0.0,-1108.0,-2738.0,1182.0,0.0,2830.0,0.0,-5.912e-12,66.35,0.0,0.0,-16.5,0.0,-365.6,-359.5,48.32,0.0,759.7,0.0
6566,0.0,7.88e-12,26.09,0.0,0.0,0.0,0.0,52.44,-26.35,0.0,0.0,0.0,0.0,7.39e-13,48.0,0.0,0.0,-1637.0,0.0,1606.0,-56.57,0.0,0.0,135.7,0.0,-1.364e-12,168.9,0.0,0.0,-14.24,0.0,-269.4,-2252.0,34.24,0.0,2670.0,0.0,-2.456e-11,170.1,0.0,0.0,-15.24,0.0,-1118.0,-4055.0,973.6,0.0,4385.0,0.0,8.64e-12,72.25,0.0,0.0,-14.28,0.0,-290.6,-526.1,48.32,0.0,854.9,0.0
6567,0.0,-8.001e-12,27.45,0.0,0.0,0.0,0.0,120.9,-93.45,0.0,0.0,0.0,0.0,-4.69e-13,45.4,0.0,0.0,-1388.0,0.0,1498.0,-167.1,0.0,0.0,103.2,0.0,-4.547e-12,168.3,0.0,0.0,-12.08,0.0,-327.9,-3060.0,34.24,0.0,3534.0,0.0,-7.276e-12,170.1,0.0,0.0,-12.95,0.0,-1109.0,-5203.0,701.5,0.0,5794.0,0.0,-1.125e-11,56.23,0.0,0.0,-11.9,0.0,-200.6,-429.9,48.32,0.0,650.3,0.0
