TIME,REL_BAL_ENERGY,1_B4_QBAL,1_B4_DQAIRdT,1_B4_QHEAT,1_B4_QCOOL,1_B4_QINF,1_B4_QVENT,1B4_QCOUP,1_B4_QTRANS,1_B4_QGINT,1_B4_QWGAIN,1_B4_QSOL,1_B4_QSOLAIR,2_B4_QBAL,2_B4_DQAIRdT,2_B4_QHEAT,2_B4_QCOOL,2_B4_QINF,2_B4_QVENT,2B4_QCOUP,2_B4_QTRANS,2_B4_QGINT,2_B4_QWGAIN,2_B4_QSOL,2_B4_QSOLAIR,3_B4_QBAL,3_B4_DQAIRdT,3_B4_QHEAT,3_B4_QCOOL,3_B4_QINF,3_B4_QVENT,3B4_QCOUP,3_B4_QTRANS,3_B4_QGINT,3_B4_QWGAIN,3_B4_QSOL,3_B4_QSOLAIR,4_B4_QBAL,4_B4_DQAIRdT,4_B4_QHEAT,4_B4_QCOOL,4_B4_QINF,4_B4_QVENT,4B4_QCOUP,4_B4_QTRANS,4_B4_QGINT,4_B4_QWGAIN,4_B4_QSOL,4_B4_QSOLAIR,5_B4_QBAL,5_B4_DQAIRdT,5_B4_QHEAT,5_B4_QCOOL,5_B4_QINF,5_B4_QVENT,5B4_QCOUP,5_B4_QTRANS,5_B4_QGINT,5_B4_QWGAIN,5_B4_QSOL,5_B4_QSOLAIR
0,0.0,1.731e-11,-8.356,0.0,0.0,0.0,0.0,-41.42,33.07,0.0,0.0,0.0,0.0,-4.465e-12,0.0,9439.0,0.0,-9497.0,0.0,283.1,-225.0,0.0,0.0,2.532e-13,0.0,-1.251e-11,-147.4,0.0,0.0,-84.98,0.0,-18.85,-241.1,197.5,0.0,2.981e-12,0.0,1.18e-11,-20.08,0.0,0.0,-86.39,0.0,-287.2,282.0,71.55,0.0,-1.333e-11,0.0,1.243e-11,-199.7,0.0,0.0,-83.14,0.0,62.85,-554.3,374.9,0.0,6.75e-12,0.0
1,0.0,-4.974e-13,-2.19,0.0,0.0,0.0,0.0,-42.78,40.59,0.0,0.0,0.0,0.0,1.018e-11,0.0,6744.0,0.0,-6765.0,0.0,243.7,-222.1,0.0,0.0,-7.914e-14,0.0,-1.123e-13,9.649,0.0,0.0,-57.88,0.0,-1.279,-128.7,197.5,0.0,-1.789e-12,0.0,-1.359e-11,-12.93,0.0,0.0,-59.37,0.0,-298.4,273.2,71.55,0.0,-3.455e-13,0.0,1.704e-11,27.64,0.0,0.0,-56.99,0.0,97.38,-387.7,374.9,0.0,-1.031e-12,0.0
2,0.0,9.365e-12,2.555,0.0,0.0,0.0,0.0,-27.6,30.15,0.0,0.0,0.0,0.0,6.783e-12,0.0,4457.0,0.0,-4478.0,0.0,238.9,-218.4,0.0,0.0,7.861e-13,0.0,-4.17e-12,9.222,0.0,0.0,-36.42,0.0,-2.833,-149.1,197.5,0.0,-1.867e-12,0.0,-5.392e-13,5.364,0.0,0.0,-37.63,0.0,-292.2,263.7,71.55,0.0,-3.552e-12,0.0,3.463e-12,25.24,0.0,0.0,-36.1,0.0,82.31,-395.9,374.9,0.0,5.851e-12,0.0
3,0.0,4.469e-12,-4.19,0.0,0.0,0.0,0.0,-29.01,24.82,0.0,0.0,0.0,0.0,-4.768e-12,0.0,4637.0,0.0,-4657.0,0.0,241.8,-221.4,0.0,0.0,8.6e-13,0.0,2.318e-12,-20.09,0.0,0.0,-38.03,0.0,-2.715,-176.9,197.5,0.0,-1.007e-12,0.0,2.068e-11,-40.79,0.0,0.0,-39.24,0.0,-283.6,210.5,71.55,0.0,4.552e-14,0.0,1.989e-12,-4.931,0.0,0.0,-37.67,0.0,72.04,-414.2,374.9,0.0,-7.967e-13,0.0
4,0.0,3.18e-12,-1.234,0.0,0.0,0.0,0.0,-27.87,26.64,0.0,0.0,0.0,0.0,-2.56e-12,0.0,4778.0,0.0,-4783.0,0.0,230.0,-224.5,0.0,0.0,-1.161e-13,0.0,1.281e-11,-20.49,0.0,0.0,-39.46,0.0,-1.183,-177.4,197.5,0.0,-1.633e-12,0.0,-2.923e-12,-35.81,0.0,0.0,-40.69,0.0,-266.9,200.2,71.55,0.0,2.704e-12,0.0,-1.326e-13,-6.946,0.0,0.0,-38.77,0.0,64.68,-407.8,374.9,0.0,-7.522e-12,0.0
5,0.0,4.739e-12,-3.303,0.0,0.0,0.0,0.0,-30.41,27.11,0.0,0.0,0.0,0.0,-2.808e-12,0.0,4892.0,0.0,-4884.0,0.0,218.8,-227.5,0.0,0.0,5.17e-13,0.0,6.574e-13,-20.09,0.0,0.0,-40.67,0.0,0.7093,-177.7,197.5,0.0,-3.862e-12,0.0,-1.24e-11,-33.99,0.0,0.0,-41.83,0.0,-250.1,186.4,71.55,0.0,8.179e-12,0.0,2.611e-12,-6.064,0.0,0.0,-39.66,0.0,59.94,-401.3,374.9,0.0,-2.884e-13,0.0
6,0.0,-3.006e-12,-1.5,0.0,0.0,0.0,0.0,-29.66,28.16,0.0,0.0,0.0,0.0,1.208e-12,0.0,5035.0,0.0,-5011.0,0.0,206.4,-230.6,0.0,0.0,-1.847e-13,0.0,-5.946e-12,-19.92,0.0,0.0,-40.96,0.0,1.967,-178.5,197.5,0.0,4.115e-12,0.0,-8.171e-12,-33.49,0.0,0.0,-42.23,0.0,-235.0,172.2,71.55,0.0,-4.021e-12,0.0,4.815e-12,-6.837,0.0,0.0,-40.8,0.0,55.13,-396.1,374.9,0.0,9.761e-12,0.0
7,0.0,4.782e-12,-2.711,0.0,0.0,0.0,0.0,-31.01,28.3,0.0,0.0,0.0,0.0,1.019e-11,0.0,5151.0,0.0,-5113.0,0.0,195.8,-233.6,0.0,0.0,-3.693e-14,0.0,1.026e-11,-20.08,0.0,0.0,-41.73,0.0,2.367,-178.3,197.5,0.0,-2.102e-12,0.0,-1.922e-11,-31.9,0.0,0.0,-43.02,0.0,-219.7,159.2,71.55,0.0,-1.192e-11,0.0,-1.541e-11,-6.373,0.0,0.0,-41.71,0.0,51.42,-391.0,374.9,0.0,-6.427e-12,0.0
8,0.0,6.406e-12,-2.13,0.0,0.0,0.0,0.0,-31.69,29.56,0.0,0.0,0.0,0.0,-7.196e-13,0.0,5243.0,0.0,-5191.0,0.0,185.0,-236.4,0.0,0.0,1.899e-13,0.0,7.864e-12,-17.99,0.0,0.0,-42.52,0.0,5.576,-178.6,197.5,0.0,4.624e-12,0.0,4.008e-12,-31.53,0.0,0.0,-43.7,0.0,-206.8,147.4,71.55,0.0,-1.583e-11,0.0,-1.207e-12,-6.763,0.0,0.0,-42.39,0.0,46.9,-386.2,374.9,0.0,-4.277e-12,0.0
9,0.0,-5.187e-13,1.26,0.0,0.0,0.0,0.0,-23.16,24.42,0.0,0.0,0.0,0.0,-2.858e-12,0.0,5065.0,0.0,-5011.0,0.0,181.8,-246.5,0.0,0.0,10.72,0.0,-8.612e-12,-5.457,0.0,0.0,-40.66,0.0,8.797,-238.7,197.5,0.0,67.57,0.0,2.981e-11,-10.19,0.0,0.0,-41.83,0.0,-192.9,17.83,71.55,0.0,135.1,0.0,6.295e-12,101.3,0.0,0.0,-40.85,0.0,24.48,-652.4,702.5,0.0,67.57,0.0
10,0.0,4.604e-12,30.99,0.0,0.0,0.0,0.0,63.53,-32.54,0.0,0.0,0.0,0.0,-9.379e-12,0.0,3823.0,0.0,-3919.0,0.0,265.9,-466.8,0.0,0.0,297.2,0.0,0.0,181.4,0.0,0.0,-31.21,0.0,7.289,-2100.0,34.24,0.0,2271.0,0.0,-7.276e-12,563.4,0.0,0.0,-32.47,0.0,-341.7,-4288.0,701.5,0.0,4524.0,0.0,6.821e-12,278.4,0.0,0.0,-31.38,0.0,3.063,-2389.0,834.2,0.0,1862.0,0.0
11,0.0,-3.013e-12,28.6,0.0,0.0,0.0,0.0,150.1,-121.5,0.0,0.0,0.0,0.0,-3.865e-12,0.0,2195.0,0.0,-2503.0,0.0,448.8,-424.9,0.0,0.0,284.4,0.0,-4.547e-13,235.6,0.0,0.0,-19.53,0.0,-13.56,-3187.0,34.24,0.0,3421.0,0.0,-9.095e-13,380.6,0.0,0.0,-20.8,0.0,-635.4,-6748.0,973.6,0.0,6811.0,0.0,2.274e-13,-139.4,0.0,0.0,-19.37,0.0,46.06,-1999.0,48.32,0.0,1784.0,0.0
12,0.0,4.007e-12,9.662,0.0,0.0,0.0,0.0,169.2,-159.5,0.0,0.0,0.0,0.0,-4.434e-12,0.0,1058.0,0.0,-1502.0,0.0,579.1,-324.8,0.0,0.0,189.9,0.0,-5.457e-12,220.3,0.0,0.0,-11.77,0.0,-114.0,-4143.0,34.24,0.0,4455.0,0.0,0.0,125.8,0.0,0.0,-12.68,0.0,-784.0,-7080.0,701.5,0.0,7301.0,0.0,-2.706e-11,50.73,0.0,0.0,-11.03,0.0,143.7,-1325.0,48.32,0.0,1195.0,0.0
13,0.0,9.351e-12,-7.933,0.0,0.0,0.0,0.0,122.6,-130.5,0.0,0.0,0.0,0.0,1.819e-12,0.0,721.2,0.0,-1115.0,0.0,524.3,-264.3,0.0,0.0,134.2,0.0,1.091e-11,-90.95,0.0,0.0,-398.8,0.0,-181.3,-3687.0,34.24,0.0,4142.0,0.0,-1.91e-11,15.26,0.0,0.0,-409.4,0.0,-915.8,-6423.0,973.6,0.0,6790.0,0.0,-1.751e-11,-185.9,0.0,0.0,-402.9,0.0,197.1,-873.7,48.32,0.0,845.3,0.0
14,0.0,6.821e-13,11.42,0.0,0.0,0.0,0.0,117.7,-106.3,0.0,0.0,0.0,0.0,-4.363e-12,0.0,356.9,0.0,-785.5,0.0,545.0,-235.5,0.0,0.0,119.1,0.0,-5.002e-12,76.93,0.0,0.0,-353.8,0.0,-161.3,-2849.0,34.24,0.0,3406.0,0.0,4.184e-11,75.78,0.0,0.0,-363.7,0.0,-951.6,-5169.0,973.6,0.0,5586.0,0.0,-3.956e-11,86.99,0.0,0.0,-287.3,0.0,248.5,-672.5,48.32,0.0,750.1,0.0
15,0.0,1.107e-11,-1.764,0.0,0.0,0.0,0.0,93.43,-95.19,0.0,0.0,0.0,0.0,3.666e-12,0.0,278.5,0.0,-763.8,0.0,593.5,-197.4,0.0,0.0,89.23,0.0,-6.821e-12,-55.9,0.0,0.0,-404.8,0.0,-146.3,-1869.0,34.24,0.0,2330.0,0.0,-5.002e-12,-53.69,0.0,0.0,-411.4,0.0,-916.8,-3520.0,973.6,0.0,3821.0,0.0,-2.274e-12,10.66,0.0,0.0,-277.4,0.0,235.9,-558.3,48.32,0.0,562.1,0.0
16,0.0,-2.387e-12,21.71,0.0,0.0,0.0,0.0,126.3,-104.6,0.0,0.0,0.0,0.0,6.153e-12,0.0,361.9,0.0,-962.5,0.0,708.9,-155.3,0.0,0.0,46.91,0.0,2.501e-12,127.3,0.0,0.0,-8.135,0.0,-134.7,-1085.0,34.24,0.0,1321.0,0.0,-3.229e-11,262.3,0.0,0.0,-8.946,0.0,-936.1,-2414.0,1454.0,0.0,2167.0,0.0,1.529e-11,135.3,0.0,0.0,-6.81,0.0,228.5,-430.3,48.32,0.0,295.5,0.0
17,0.0,1.918e-12,-16.17,0.0,0.0,0.0,0.0,77.73,-93.9,0.0,0.0,0.0,0.0,-8.702e-13,0.0,935.8,0.0,-1550.0,0.0,730.2,-116.7,0.0,0.0,0.7063,0.0,-4.753e-12,-145.8,0.0,0.0,-13.57,0.0,-115.8,-55.1,34.24,0.0,4.45,0.0,-1.841e-11,-286.7,0.0,0.0,-14.67,0.0,-895.9,-566.7,1182.0,0.0,8.899,0.0,9.557e-13,-29.45,0.0,0.0,-11.49,0.0,197.9,-268.6,48.32,0.0,4.45,0.0
18,0.0,7.603e-13,-1.682,0.0,0.0,0.0,0.0,50.38,-52.06,0.0,0.0,0.0,0.0,1.695e-12,0.0,1607.0,0.0,-2153.0,0.0,664.8,-118.6,0.0,0.0,-7.782e-13,0.0,-1.625e-11,-49.46,0.0,0.0,-19.35,0.0,-66.68,2.332,34.24,0.0,5.654e-12,0.0,1.19e-11,59.77,0.0,0.0,-20.68,0.0,-829.0,-544.4,1454.0,0.0,-1.288e-11,0.0,-9.488e-12,-25.7,0.0,0.0,-16.4,0.0,176.3,-233.9,48.32,0.0,1.973e-12,0.0
19,0.0,-6.786e-12,-5.075,0.0,0.0,0.0,0.0,31.68,-36.75,0.0,0.0,0.0,0.0,-4.677e-12,0.0,2102.0,0.0,-2620.0,0.0,639.2,-121.5,0.0,0.0,-8.969e-13,0.0,1.465e-12,-43.92,0.0,0.0,-22.63,0.0,-45.16,-10.37,34.24,0.0,5.224e-12,0.0,-1.596e-11,-140.3,0.0,0.0,-24.11,0.0,-803.4,-494.4,1182.0,0.0,-8.686e-12,0.0,-2.65e-11,-13.83,0.0,0.0,-20.28,0.0,173.3,-215.1,48.32,0.0,4.711e-12,0.0
20,0.0,-4.302e-12,-5.482,0.0,0.0,0.0,0.0,13.4,-18.89,0.0,0.0,0.0,0.0,1.05e-11,0.0,2622.0,0.0,-3098.0,0.0,600.4,-124.7,0.0,0.0,2.691e-13,0.0,-1.765e-11,-41.1,0.0,0.0,-25.74,0.0,-33.3,-16.3,34.24,0.0,3.23e-12,0.0,-2.8e-12,-25.0,0.0,0.0,-27.25,0.0,-745.6,-433.8,1182.0,0.0,-4.619e-12,0.0,-8.761e-12,-18.85,0.0,0.0,-24.34,0.0,160.4,-203.2,48.32,0.0,-6.707e-12,0.0
21,0.0,3.801e-13,-4.771,0.0,0.0,0.0,0.0,-0.3338,-4.437,0.0,0.0,0.0,0.0,-5.657e-12,0.0,3168.0,0.0,-3602.0,0.0,561.6,-128.2,0.0,0.0,-5.803e-14,0.0,-3.579e-12,-38.75,0.0,0.0,-29.38,0.0,-24.22,-19.39,34.24,0.0,-1.071e-12,0.0,2.49e-11,-127.9,0.0,0.0,-30.95,0.0,-691.4,-315.0,909.5,0.0,9.895e-12,0.0,-6.729e-13,-19.34,0.0,0.0,-28.68,0.0,149.7,-188.7,48.32,0.0,2.716e-12,0.0
22,0.0,-1.18e-11,-1.806,0.0,0.0,0.0,0.0,-3.902,2.096,0.0,0.0,0.0,0.0,-7.71e-13,0.0,3750.0,0.0,-4158.0,0.0,540.2,-131.8,0.0,0.0,-1.741e-13,0.0,6.451e-12,-36.19,0.0,0.0,-34.41,0.0,-12.48,-23.54,34.24,0.0,7.297e-12,0.0,2.699e-12,54.45,0.0,0.0,-36.07,0.0,-676.6,-414.6,1182.0,0.0,-1.799e-11,0.0,-1.655e-11,-16.43,0.0,0.0,-33.55,0.0,148.5,-179.7,48.32,0.0,-2.554e-13,0.0
23,0.0,-3.304e-12,5.981,0.0,0.0,0.0,0.0,15.45,-9.474,0.0,0.0,0.0,0.0,-5.072e-12,0.0,4300.0,0.0,-4722.0,0.0,557.4,-135.7,0.0,0.0,3.851e-13,0.0,5.827e-12,-33.51,0.0,0.0,-39.33,0.0,0.08257,-28.51,34.24,0.0,2.722e-12,0.0,1.004e-11,-40.39,0.0,0.0,-41.21,0.0,-669.2,-511.7,1182.0,0.0,1.403e-12,0.0,1.321e-11,197.1,0.0,0.0,-38.8,0.0,91.94,-558.5,702.5,0.0,8.55e-12,0.0
24,0.0,1.192e-11,-21.47,0.0,0.0,0.0,0.0,-33.61,12.14,0.0,0.0,0.0,0.0,2.606e-12,0.0,4941.0,0.0,-5303.0,0.0,502.4,-139.6,0.0,0.0,5.592e-13,0.0,8.356e-12,22.83,0.0,0.0,-44.61,0.0,-9.081,-121.0,197.5,0.0,2.786e-12,0.0,-2.857e-11,-348.7,0.0,0.0,-46.32,0.0,-502.3,128.3,71.55,0.0,1.61e-12,0.0,2.914e-11,-108.6,0.0,0.0,-44.2,0.0,38.9,-478.2,374.9,0.0,-2.493e-13,0.0
25,0.0,1.428e-12,-1.553,0.0,0.0,0.0,0.0,-44.82,43.27,0.0,0.0,0.0,0.0,-7.113e-12,0.0,5547.0,0.0,-5828.0,0.0,423.9,-143.3,0.0,0.0,3.904e-13,0.0,3.361e-12,-38.81,0.0,0.0,-49.66,0.0,-29.65,-157.0,197.5,0.0,2.708e-12,0.0,-4.957e-11,-24.77,0.0,0.0,-51.04,0.0,-389.1,343.8,71.55,0.0,-2.848e-12,0.0,1.73e-12,-22.43,0.0,0.0,-48.86,0.0,36.79,-385.3,374.9,0.0,1.276e-12,0.0
26,0.0,-1.165e-12,-5.096,0.0,0.0,0.0,0.0,-49.68,44.59,0.0,0.0,0.0,0.0,5.756e-13,0.0,6007.0,0.0,-6262.0,0.0,402.0,-146.6,0.0,0.0,3.482e-13,0.0,2.569e-12,-25.64,0.0,0.0,-53.66,0.0,-20.55,-149.0,197.5,0.0,-3.94e-12,0.0,5.606e-12,-58.94,0.0,0.0,-55.14,0.0,-369.6,294.2,71.55,0.0,-5.194e-12,0.0,-1.059e-11,-13.64,0.0,0.0,-52.84,0.0,35.26,-371.0,374.9,0.0,5.499e-12,0.0
27,0.0,1.464e-12,-2.838,0.0,0.0,0.0,0.0,-51.07,48.23,0.0,0.0,0.0,0.0,-5.001e-12,0.0,6483.0,0.0,-6710.0,0.0,376.5,-150.0,0.0,0.0,7.966e-13,0.0,7.381e-12,-27.77,0.0,0.0,-57.26,0.0,-16.24,-151.8,197.5,0.0,4.936e-12,0.0,-3.113e-11,-50.42,0.0,0.0,-58.73,0.0,-342.1,278.9,71.55,0.0,1.451e-11,0.0,-5.322e-12,-15.57,0.0,0.0,-56.97,0.0,30.42,-363.9,374.9,0.0,5.328e-13,0.0
28,0.0,3.29e-12,-4.263,0.0,0.0,0.0,0.0,-54.63,50.37,0.0,0.0,0.0,0.0,2.587e-12,0.0,6874.0,0.0,-7075.0,0.0,354.4,-153.4,0.0,0.0,-3.693e-13,0.0,6.643e-12,-28.02,0.0,0.0,-63.55,0.0,-11.04,-151.0,197.5,0.0,-5.465e-12,0.0,-4.895e-11,-48.98,0.0,0.0,-64.85,0.0,-317.3,261.6,71.55,0.0,-9.73e-12,0.0,-2.46e-11,-14.66,0.0,0.0,-60.36,0.0,27.14,-356.3,374.9,0.0,-2.713e-12,0.0
29,0.0,-4.803e-12,-2.868,0.0,0.0,0.0,0.0,-55.41,52.55,0.0,0.0,0.0,0.0,-3.14e-12,0.0,7182.0,0.0,-7359.0,0.0,332.9,-156.6,0.0,0.0,6.12e-13,0.0,6.495e-12,-27.22,0.0,0.0,-69.26,0.0,-6.677,-148.8,197.5,0.0,-3.823e-12,0.0,-6.191e-12,-46.67,0.0,0.0,-70.75,0.0,-294.9,247.4,71.55,0.0,-8.948e-12,0.0,1.085e-11,-14.29,0.0,0.0,-63.05,0.0,23.56,-349.7,374.9,0.0,-2.884e-13,0.0
30,0.0,-7.368e-12,-3.652,0.0,0.0,0.0,0.0,-57.36,53.71,0.0,0.0,0.0,0.0,8.905e-12,0.0,7472.0,0.0,-7625.0,0.0,313.1,-159.9,0.0,0.0,1.794e-13,0.0,-9.105e-12,-24.74,0.0,0.0,-70.67,0.0,-3.164,-148.4,197.5,0.0,2.747e-12,0.0,2.836e-11,-42.94,0.0,0.0,-72.1,0.0,-274.1,231.7,71.55,0.0,-2.535e-12,0.0,1.647e-11,-14.01,0.0,0.0,-65.57,0.0,20.79,-344.1,374.9,0.0,1.98e-12,0.0
31,0.0,8.072e-12,-2.719,0.0,0.0,0.0,0.0,-57.42,54.7,0.0,0.0,0.0,0.0,7.194e-12,0.0,7732.0,0.0,-7864.0,0.0,294.9,-163.3,0.0,0.0,1.424e-12,0.0,6.941e-12,-24.89,0.0,0.0,-72.9,0.0,-0.6385,-148.9,197.5,0.0,6.97e-12,0.0,-1.881e-11,-42.43,0.0,0.0,-74.36,0.0,-255.4,215.8,71.55,0.0,1.592e-11,0.0,-1.486e-11,-14.13,0.0,0.0,-67.82,0.0,17.95,-339.2,374.9,0.0,-5.137e-12,0.0
32,0.0,6.182e-13,10.83,0.0,0.0,0.0,0.0,-21.65,32.47,0.0,0.0,0.0,0.0,-8.817e-12,0.0,7926.0,0.0,-8080.0,0.0,321.0,-166.8,0.0,0.0,3.06e-13,0.0,1.353e-11,105.5,0.0,0.0,-74.96,0.0,-7.37,-389.3,577.1,0.0,3.385e-13,0.0,5.875e-13,207.5,0.0,0.0,-76.42,0.0,-307.6,-317.9,909.5,0.0,-1.914e-12,0.0,7.257e-12,93.23,0.0,0.0,-69.97,0.0,14.75,-554.1,702.5,0.0,-3.885e-12,0.0
33,0.0,1.393e-12,-4.562,0.0,0.0,0.0,0.0,-20.95,16.39,0.0,0.0,0.0,0.0,2.83e-12,0.0,7850.0,0.0,-8022.0,0.0,338.5,-179.2,0.0,0.0,12.9,0.0,8.185e-12,-180.3,0.0,0.0,-72.04,0.0,5.616,-229.4,34.24,0.0,81.28,0.0,1.552e-11,-27.22,0.0,0.0,-73.82,0.0,-373.8,-651.7,909.5,0.0,162.6,0.0,7.461e-12,-201.8,0.0,0.0,-69.4,0.0,49.12,-311.1,48.32,0.0,81.28,0.0
34,0.0,2.173e-11,19.09,0.0,0.0,0.0,0.0,29.56,-10.47,0.0,0.0,0.0,0.0,-5.969e-12,0.0,7120.0,0.0,-7398.0,0.0,381.3,-395.9,0.0,0.0,292.5,0.0,9.55e-12,218.6,0.0,0.0,-63.87,0.0,12.03,-1988.0,34.24,0.0,2224.0,0.0,-2.001e-11,301.6,0.0,0.0,-66.21,0.0,-460.9,-4302.0,701.5,0.0,4430.0,0.0,1.182e-11,338.5,0.0,0.0,-63.49,0.0,35.41,-2028.0,562.1,0.0,1832.0,0.0
35,0.0,2.473e-12,8.176,0.0,0.0,0.0,0.0,58.25,-50.07,0.0,0.0,0.0,0.0,-3.354e-12,0.0,6240.0,0.0,-6617.0,0.0,465.9,-323.8,0.0,0.0,234.7,0.0,6.821e-12,133.6,0.0,0.0,-57.98,0.0,-28.13,-2523.0,34.24,0.0,2708.0,0.0,9.095e-13,5.187,0.0,0.0,-59.9,0.0,-525.7,-4873.0,71.55,0.0,5392.0,0.0,1.023e-11,-104.5,0.0,0.0,-56.54,0.0,26.52,-1596.0,48.32,0.0,1473.0,0.0
36,0.0,6.537e-12,1.693,0.0,0.0,0.0,0.0,54.06,-52.37,0.0,0.0,0.0,0.0,1.137e-12,0.0,5679.0,0.0,-6089.0,0.0,497.6,-249.7,0.0,0.0,162.1,0.0,4.547e-13,56.26,0.0,0.0,-52.65,0.0,-78.09,-2276.0,34.24,0.0,2428.0,0.0,7.276e-12,89.42,0.0,0.0,-54.11,0.0,-542.0,-4227.0,71.55,0.0,4841.0,0.0,-9.095e-13,8.603,0.0,0.0,-51.46,0.0,64.69,-1073.0,48.32,0.0,1020.0,0.0
37,0.0,1.755e-11,8.56,0.0,0.0,0.0,0.0,61.54,-52.98,0.0,0.0,0.0,0.0,4.434e-12,0.0,5317.0,0.0,-5765.0,0.0,533.0,-212.3,0.0,0.0,127.8,0.0,-2.547e-11,40.02,0.0,0.0,-49.5,0.0,-98.71,-2004.0,34.24,0.0,2158.0,0.0,5.457e-12,43.17,0.0,0.0,-50.83,0.0,-577.7,-3704.0,71.55,0.0,4304.0,0.0,-9.095e-12,11.46,0.0,0.0,-48.49,0.0,77.55,-871.2,48.32,0.0,805.3,0.0
38,0.0,5.095e-12,3.114,0.0,0.0,0.0,0.0,58.64,-55.53,0.0,0.0,0.0,0.0,-1.819e-12,0.0,5109.0,0.0,-5607.0,0.0,574.7,-197.9,0.0,0.0,120.5,0.0,-1.364e-12,57.93,0.0,0.0,-48.1,0.0,-119.0,-2096.0,34.24,0.0,2287.0,0.0,-2.183e-11,87.49,0.0,0.0,-49.31,0.0,-608.7,-3885.0,71.55,0.0,4559.0,0.0,-9.55e-12,21.98,0.0,0.0,-47.07,0.0,89.57,-827.9,48.32,0.0,759.0,0.0
39,0.0,8.228e-12,3.908,0.0,0.0,0.0,0.0,54.51,-50.6,0.0,0.0,0.0,0.0,8.086e-12,0.0,5081.0,0.0,-5605.0,0.0,599.7,-169.3,0.0,0.0,93.86,0.0,8.185e-12,-1.421,0.0,0.0,-48.93,0.0,-130.4,-1674.0,34.24,0.0,1818.0,0.0,-5.002e-12,-14.46,0.0,0.0,-50.23,0.0,-623.9,-3036.0,71.55,0.0,3624.0,0.0,8.299e-12,4.511,0.0,0.0,-47.1,0.0,95.38,-683.4,48.32,0.0,591.3,0.0
40,0.0,3.34e-12,-6.497,0.0,0.0,0.0,0.0,25.57,-32.07,0.0,0.0,0.0,0.0,7.795e-12,0.0,5307.0,0.0,-5815.0,0.0,589.5,-128.5,0.0,0.0,47.19,0.0,4.093e-12,-32.68,0.0,0.0,-51.88,0.0,-120.1,-1167.0,34.24,0.0,1272.0,0.0,-9.095e-12,-54.62,0.0,0.0,-53.31,0.0,-594.8,-2013.0,71.55,0.0,2535.0,0.0,8.072e-12,-23.34,0.0,0.0,-49.02,0.0,95.91,-415.8,48.32,0.0,297.3,0.0
41,0.0,2.061e-12,-11.43,0.0,0.0,0.0,0.0,-17.9,6.473,0.0,0.0,0.0,0.0,7.181e-13,0.0,5816.0,0.0,-6250.0,0.0,527.0,-93.22,0.0,0.0,0.7063,0.0,-3.217e-12,-130.2,0.0,0.0,-55.49,0.0,-84.13,-29.25,34.24,0.0,4.449,0.0,1.585e-11,-213.3,0.0,0.0,-56.96,0.0,-511.6,274.9,71.55,0.0,8.899,0.0,3.59e-12,-49.42,0.0,0.0,-52.95,0.0,83.33,-132.6,48.32,0.0,4.449,0.0
42,0.0,3.553e-13,-8.096,0.0,0.0,0.0,0.0,-47.22,39.12,0.0,0.0,0.0,0.0,-8.804e-12,0.0,6280.0,0.0,-6641.0,0.0,459.3,-98.28,0.0,0.0,4.326e-13,0.0,3.712e-12,-51.0,0.0,0.0,-57.99,0.0,-49.53,22.28,34.24,0.0,-5.333e-12,0.0,-1.225e-12,-60.69,0.0,0.0,-59.48,0.0,-436.4,363.7,71.55,0.0,2.47e-12,0.0,-1.693e-11,-34.37,0.0,0.0,-56.49,0.0,70.88,-97.07,48.32,0.0,1.934e-12,0.0
43,0.0,-7.624e-12,-2.532,0.0,0.0,0.0,0.0,-53.26,50.73,0.0,0.0,0.0,0.0,3.01e-12,0.0,6548.0,0.0,-6870.0,0.0,425.7,-104.2,0.0,0.0,5.803e-13,0.0,-2.195e-12,-44.24,0.0,0.0,-59.34,0.0,-34.28,15.14,34.24,0.0,2.644e-12,0.0,8.841e-12,-62.88,0.0,0.0,-60.85,0.0,-409.3,335.7,71.55,0.0,1.123e-11,0.0,1.131e-11,-24.99,0.0,0.0,-58.61,0.0,68.24,-82.94,48.32,0.0,-9.898e-14,0.0
44,0.0,9.262e-12,11.74,0.0,0.0,0.0,0.0,-15.97,27.71,0.0,0.0,0.0,0.0,-1.267e-13,0.0,6783.0,0.0,-7133.0,0.0,460.4,-110.6,0.0,0.0,5.803e-14,0.0,-7.081e-12,-29.89,0.0,0.0,-61.7,0.0,-3.983,1.551,34.24,0.0,6.867e-12,0.0,-3.551e-13,358.7,0.0,0.0,-63.74,0.0,-540.2,-491.2,1454.0,0.0,7.376e-12,0.0,-9.825e-12,-6.611,0.0,0.0,-61.07,0.0,96.52,-90.38,48.32,0.0,-3.814e-12,0.0
45,0.0,1.289e-11,1.884,0.0,0.0,0.0,0.0,2.017,-0.1331,0.0,0.0,0.0,0.0,5.441e-12,0.0,7005.0,0.0,-7395.0,0.0,506.4,-117.0,0.0,0.0,-6.7e-13,0.0,2.183e-12,-32.2,0.0,0.0,-64.22,0.0,10.81,-13.02,34.24,0.0,5.85e-12,0.0,7.27e-12,-69.92,0.0,0.0,-66.93,0.0,-649.6,-807.2,1454.0,0.0,-3.417e-12,0.0,1.714e-11,-1.569,0.0,0.0,-63.54,0.0,126.8,-113.1,48.32,0.0,1.895e-12,0.0
